Rang,Artist,Titel,Eintritt,Wochen,Peak,Punkte,Link,Songtext
76,DJ BoBo,Somebody Dance With Me,10.01.1993,48,1,4131,/song/DJ-BoBo/Somebody-Dance-With-Me-2561,"I'm back again on a higher stage
Listen to the party beat and get in range
'Cause you know when I flow and I show you so
Which way is better which way you got to go
To make a fun house party all night
You gotta check this out, yo da ya di
'Cause it's party over there with glamour and glairs
(So dance move you, Pump that body!)

Move your body, up and down
Side to side, it's party time
Yeah that's right we're dancing tonight
To the sun is coming up and the sky is all bright
We're coming to the end like you understand
That I'm a partyman do the best I can
To make you laugh again, now I'm out of the scene...

Chorus:
I've got this feeling
Somebody dance with me
Somebody dance with me
I've got this feeling
Somebody dance with me
Somebody dance with me

Another time, another place
Another rhyme done for every race
In your case, we're getting rough
I'm not going to stop 'till you get enough
'Cause you groove back and BoBo is back
And you see it yourself, it's like a heart-attack
My rhymes, combination, infiltration, situation
All over the nation

Like round and round, upside down
Living my life 'till your feet are on the ground
Then put your hands up in the air
And waving like you just don't care
And if you're ready to rap, then rap with me
Somebody say OH YEAH! (oh yeah) OH YEAH (oh yeah) AAOW!

Chorus

Now it's just the time, I think you're ready
So make some room and space just to hit it
(Move, move that body)
A didley didley dee
Yeah we make the party to the B to the O to the B to the O
Wanna rock your body wanna rock your soul
When I never ever said I do it better
I just know the time, sounds clever

The way you had expected
We're having for the end
Party that was another story
For the party man, and his clan
So they will come again
Show and improve you, it's not the end
It's jam session
My profession
A truly hard yeah one an obsession
But the joke is over, you know what I mean
The party is gone and I'm out of the scene...

Chorus"
77,Lykke Li,I Follow Rivers,01.04.2012,61,2,4121,/song/Lykke-Li/I-Follow-Rivers-789346,"Oh I beg you, can I follow
Oh I ask you why not always
Be the ocean where unravel
Be my only, be the water and I'm wading
You're my river running high, run deep run wild

I I follow, I follow you deep sea baby
I follow you
I I follow, I follow you, dark room honey
I follow you

He a message, I'm the runner
He's the rebel, I'm the daughter waiting for you
You're my river running high, run deep run wild

I I follow, I follow you deep sea baby
I follow you
I I follow, I follow you, dark room honey

I follow you

You're my river running high, run deep run wild
I, I follow, I follow you deep sea baby,
I follow you
I, I follow, I follow you, dark room honey,
I follow you
I, I follow, I follow you deeps sea baby,
I follow you
I, I follow, I follow you, dark room honey,
I follow you

I, I follow, I follow you deeps sea baby,
I follow you
I, I follow, I follow you, dark room honey,
I follow you"
78,Leona Lewis,Run,14.12.2008,72,2,4113,/song/Leona-Lewis/Run-425610,"I'll sing it one last time for you
Then we really have to go
You've been the only thing that's right
In all I've done

And I can barely look at you
But every single time I do
I know we'll make it anywhere
Away from here

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear

Louder, louder
And we'll run for our lives
I can hardly speak I understand
Why you can't raise your voice to say

To think I might not see those eyes
Makes it so hard not to cry
And as we say our long goodbyes
I nearly do

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear

Louder, louder
And we'll run for our lives
I can hardly speak I understand
Why you can't raise your voice to say

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear

Louder, louder
And we'll run for our lives
I can hardly speak I understand
Why you can't raise your voice to say"
79,DJ Antoine vs. Timati feat. Kalenna,Welcome To St. Tropez,17.04.2011,53,2,4088,/song/DJ-Antoine-vs.-Timati-feat.-Kalenna/Welcome-To-St.-Tropez-818044,"Get fresh, gotta stay fly
Get the jet I gotta stay high
High up like a la la la
Ain't nothin here that my money can't buy
Dolce, Gucci and Louis V
Yacht so big I could live out in the sea
You for real you can't see me
In these Euro frames the whole world change
Mad bitches so much brought
Feel the life when I wanna fuck them all
Get mad brain in my very fast car
Ferrari V12 Maranelo on my arm
Ladies can't resist the charm
Haters, kiss the ring of the Don
And we do this all day, welcome to St. Tropez

Woah, party now
Too much money in the bank account
Hands in the air make you scream and shout
When we're in St. Tropez
Woah, party now
Spending money in a large amount
Hands in the air make you scream and shout
When we're in St. Tropez

Welcome to St. Tropez
Oh yeah

We make money, money we spending'
Get mad Henny, swimming and women
Imported linen, Egyptian cotton
The party just started, the party ain't stopin'
Keep shit poppin', poppin these bottles
Haters keep hatin', f*ckin' these models
So much money like we own the lotto
Pull up to a club in a white Murcielago
He don't make dollars, he don't make cents
He don't make you rich, he don't mean shit, shit
We the shit. I mean how much better can it get
Harleys, Maseratis, Gallardos, we make too much do'
And we spend it all day, welcome to St. Tropez
Oh yeah

Woah, party now
Too much money in the bank account
Hands in the air make you scream and shout
When we're in St. Tropez
Woah, party now
Too much money in the bank account
Hands in the air make you scream and shout
When we're in St. Tropez

Woah, party now
Spending money in a large amount
Hands in the air make you scream and shout
When we're in St. Tropez
Woah, party now
Spending money in a large amount
Hands in the air make you scream and shout
When we're in St. Tropez

Ladies and gentlemen, tonight, all the way from Moscow, Russia
Give a warm welcome for heavy weight rap champion B smooth...
So make some noise for the one and only, Mr. Black Star

Get it up, don't stop your body
Come on' ladies, let's get naughty
Get it up, now everybody
Come on' girls, here comes the daddy
Get it up, don't stop your body
Get it up, again your body
Get it up, now everybody
Get it up for music

Woah, party now
Too much money in the bank account
Hands in the air make you scream and shout
When we're in St. Tropez
Woah, party now
Too much money in the bank account
Hands in the air make you scream and shout
When we're in St. Tropez
Woah, party now
Spending money in a large amount
Hands in the air make you scream and shout
When we're in St. Tropez
Woah, party now
Spending money in a large amount
Hands in the air make you scream and shout
When we're in St. Tropez"
80,David Guetta feat. Chris Willis,Love Is Gone,13.05.2007,75,11,4055,/song/David-Guetta-feat.-Chris-Willis/Love-Is-Gone-308807,"What are we suppose to do
After all that we've been through
Where everything that felt so right is wrong
Now that the love is gone
There is nothing else to proof

Now you still deny the simple truth
Can't find the reason to keep holding on
Now that love is gone
There is nothing else to proof

Now you still deny the simple truth
Can't find the reason to keep holding on
Now that love is gone
Love is gone...
Now that the love is gone

The love felt so right so wrong
Now that the love is gone
I feel so hurt inside

Feel so hurt inside
Got to find a reason
What are we suppose to do

After all that we've been through
Where everything that felt so right is wrong
Now that the love is gone
There is nothing else to proof

Now you still deny the simple truth
Can't find the reason to keep holding on
Now that love is gone
Love is gone...
Got to find a reason

Got to find a reason
Got to find a reason
Got to find a reason
Got to find a reason
To hold on
Love...

There's nothing left for us to say
Love...
Why can't we gently walk away
What are we suppose to do

After all that we've been through
Where everything that felt so right is wrong
Now that the love is gone
There is nothing else to proof
Now you still deny the simple truth
Can't find the reason to keep holding on
Now that love is gone
Love is gone...
What are we suppose to do
After all that we've been through
Where everything that felt so right is wrong
Now that the love is gone
Love is gone..."
81,Daft Punk feat. Pharrell Williams,Get Lucky,05.05.2013,56,1,4044,/song/Daft-Punk-feat.-Pharrell-Williams/Get-Lucky-1132834,"Like the legend of the phoenix
Our ends were beginnings
What keeps the planet spinning
The force from the beginning

We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

The present has no rhythm
Your gift keeps on giving
What is this I'm feeling?
If you want to leave, I'm with it

We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars

She's up all night 'til the sun
I'm up all night to get some
She's up all night for good fun
I'm up all night to get lucky
We're up all night 'til the sun
We're up all night to get some
We're up all night for good fun
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky

We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky"
82,Kygo feat. Parson James,Stole The Show,05.04.2015,56,3,4028,/song/Kygo-feat.-Parson-James/Stole-The-Show-1405008,"Darling, darling, oh, turn the lights back on now
Watching, watching, as the credits all roll down
Crying, crying, you know we're playing to a full house, house

No heroes, villains, one to blame
While wilted roses fill the stage
And the thrill, the thrill is gone
Our debut was a masterpiece
But in the end for you and me
Oh, the show, it can't go on

We used to have it all, but now's our curtain call
So hold for the applause, oh
And wave out to the crowd, and take our final bow
Oh, it's our time to go, but at least we stole the show
At least we stole the show
At least we stole the show
At least we stole the show
At least we stole the show

At least we stole the show

Darling, darling, you know that we are sold out
This is fading, but the band plays on now
We're crying, crying, so let the velvet roll down, down

No heroes, villains, one to blame
While wilted roses fill the stage
And the thrill, the thrill is gone
Our debut was a masterpiece
Our lines we read so perfectly
But the show, it can't go on

We used to have it all, but now's our curtain call
So hold for the applause, oh
And wave out to the crowd, and take our final bow
Oh, it's our time to go, but at least we stole the show
At least we stole the show
At least we stole the show
At least we stole the show
At least we stole the show

At least we stole the show"
83,Amy Macdonald,Mr Rock & Roll,17.02.2008,65,3,4017,/song/Amy-Macdonald/Mr-Rock-&-Roll-349686,"So called Mr. Rock & Roll
Is dancing on his own again
Talking on his phone again
To someone who tells him that his balance is low
He's got nowhere to go
He's on his own again

Rock chick of the century
Is acting like she used to be
Dancing like there's no one there
Before she ever seemed to care
Now she wouldn't dare
It's so rock and roll to be alone

And they'll meet one day far away
And say, ""I wish I was something more""
And they'll meet one day far away
And say, ""I wish I knew you, I wish I knew you before""

Mrs. Black and White
She's never seen a shade of gray
Always something on her mind
Every single day
But now she's lost her way
And where does she go from here?

Mr. Multicultural
Sees all that one could see
He's living proof of someone
Very different to me
But now he wants to be free
Free so he can see

And they'll meet one day far away
And say, ""I wish I was something more""
And they'll meet one day far away
And say, ""I wish I knew you, I wish I knew you before""

He'll say, ""I wish I knew you
I wish I met you when time was still on my side""
She'll say, ""I wish I knew you
I wish I loved you before I was his bride""

And so they must depart
Too many more broken hearts
But I've seen that all before
In TV, books and film and more
And there's a happy ending
Every single day

And they'll meet one day far away
And say, ""I wish I was something more""
And they'll meet one day far away
And say, ""I wish I knew you, I wish I knew you before"""
84,Robin Schulz feat. Francesco Yates,Sugar,26.07.2015,51,1,4013,/song/Robin-Schulz-feat.-Francesco-Yates/Sugar-1451047,"Ooh, ooh, ooh, oh-baby
Ooh, ooh, hey

She got cherry lips, angel eyes
She knows exactly how to tantalize
She's out to get you, danger by design
Cold blooded vixen, she don't compromise

She's something mystical in colored lights
So far from typical, but take my advice
Before you play with fire, do think twice
And if you get burned, don't be surprised

Got me lifted, trippin' higher than the ceilin'
Oh baby, it's the ultimate feelin'
You got me lifted, feelin' so gifted
Sugar, how you get so fly?

Sugar, how you get so fly?
Well sugar, how you get so fly?
Sugar, sugar, how you get so fly?
Well, sugar, how you get so fly?

Oh, sweet talking' lady, love how you entice
Sugar with just the right amount of spice
Charmin' allurin' everyone's desire
She's out to get you, you can't run, you can't hide

She's something mystical in colored lights (baby)
So far from typical, but take my advice
Before you play with fire, do think twice
And if you get burned, well baby, don't you be surprised

Got me lifted, trippin' higher than the ceilin'
Oh baby, it's the ultimate feelin'
You got me lifted, feelin' so gifted
Sugar, how you get so fly?

So fly
Ooh, hey
Yeah, babe
Yeah, hey

Sugar, how you get so fly?
Well, sugar, how you get so fly?
Said sugar, sugar, how you get so fly?
But you won't get me tonight

Got me lifted, trippin' higher than the ceilin'
Oh baby, it's the ultimate feelin'
You got me lifted, feelin' so gifted
Sugar, how you get so fly?

Sugar, how you get so fly?
Well sugar, how you get so fly?
Oh sugar, sugar, how you get so fly?
Yeah sugar, how you get so fly?"
85,Céline Dion,My Heart Will Go On,18.01.1998,49,1,3998,/song/Celine-Dion/My-Heart-Will-Go-On-3595,"Every night in my dreams
I see you
I feel you
That is how I know you go on
Far across the distance
And spaces between us
You have come to show you go on

Near
Far
Wherever you are
I believe that the heart does go on
Once more
You open the door
And you're here in my heart
And my heart will go on and on

Love can touch us one time
And last for a lifetime
And never let go till we're gone
Love was when I loved you
One true time I hold to
In my life we'll always go on

Near
Far
Wherever you are
I believe that
The heart does go on
Once more
You open the door
And you're here in my heart
And my heart will go on and on

You're here
There's nothing I fear
And I know that
My heart will go on
We'll stay
Forever this way
You are safe in my heart
And my heart will go on and on"
86,Imagine Dragons,Thunder,07.05.2017,54,2,3993,/song/Imagine-Dragons/Thunder-1656195,"Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things
And wanna leave my own life behind
Not a yes sir, not a follower
Fit the box, fit the mold
Have a seat in the foyer, take a number
I was lightning before the thunder

Thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder

Thunder, feel the thunder
Lightning and the thunder
Thunder, feel the thunder
Lightning and the thunder
Thunder, thunder
Thunder

Kids were laughing in my classes
While I was scheming for the masses
Who do you think you are?
Dreaming 'bout being a big star
You say you're basic, you say you're easy
You're always riding in the back seat
Now I'm smiling from the stage while
You were clapping in the nose bleeds

Thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder

Thunder, feel the thunder
Lightning and the thunder
Thunder, feel the thunder
Lightning and the thunder
Thunder

Thunder, feel the thunder
Lightning and the thunder, thunder

Thunder, feel the thunder
Lightning and the thunder, thunder
Thunder, feel the thunder
Lightning and the thunder, thunder
Thunder, feel the thunder
Lightning and the thunder, thunder
Thunder, feel the thunder (feel the)
Lightning and the thunder, thunder

Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder"
87,LMFAO feat. Lauren Bennett & GoonRock,Party Rock Anthem,17.04.2011,54,1,3992,/song/LMFAO-feat.-Lauren-Bennett-&-GoonRock/Party-Rock-Anthem-796810,"...
Party rock is in the house tonight
...
Everybody just have a good time
And we gonna make you lose your mind
Everybody just have a good time
Party rock is in the house tonight
Everybody just have a good time
And we gonna make you lose your mind
We just wanna see ya shake that
...

In the club party rock, lookin' for your girl? She on my jock
Nonstop when we in the spot, booty movin' weight like she on the block
Where the drank? I gots to know, tight jeans, tattoo 'cause I'm rock 'n' roll
Half black, half white, domino, game the money, op-a-doe

Yo, I'm runnin' through these ho's like Drano
I got that devilish flow, rock 'n' roll, no halo
We party rock, yeah, that's the crew that I'm reppin'
On the rise to the top, no lead in our zeppelin, hey

Party rock is in the house tonight
Everybody just have a good time
And we gonna make you lose your mind
Everybody just have a good time

Party rock is in the house tonight
Everybody just have a good time
And we gonna make you lose your mind
We just wanna see ya shake that

...
Everyday I'm shufflin'

...
Shufflin', shufflin'

...
Step up fast and be the first girl to make me throw this cash
We gettin' money, don't be mad now, stop, hatin' is bad
One more shot for us, another round

Please fill up my cup, don't mess around
We just wanna see you shake it now
Now you wanna be, you're naked now
Get up, get down, put your hands up to the sound

Get up, get down, put your hands up to the sound
Get up, get down, put your hands up to the sound
Put your hands up to the sound, put your hands up to the sound
Get up, get up, get up, get up

Get up, get up, get up, get up
...
Get up, put your hands up to the sound, to the sound
Put your hands up, put your hands up, put your hands up, put your hands up
Party rock is in the house tonight
(Put your hands up)
Everybody just have a good time
(Put your hands up)
And we gonna make you lose your mind
(Put your hands up)
Everybody just have a good, good, good time
...
Put your hands up
...
Put your hands up
Put your hands up
Shake that, everyday I'm shufflin'
..."
88,Yves Larock,Rise Up,07.10.2007,88,16,3983,/song/Yves-Larock/Rise-Up-335302,"Eh!

Rise up

Don't you fall down again
Rise up
It's time we break the chains
I tried to fly
No lie
So high

Direction: sky!

I tried to fly
No lie
So high
Up to the sky!
My dream is to fly
Over the rainbow, so high!

My dream is to fly

Over the rainbow, so high!
My dream is to fly
Over the rainbow, so high!
My dream is to fly
Over the rainbow, so high!

Eh...

Rise up
We'll shake it well
Rise up
Makes me feel pain
'Cause I like to fly
No lie

So high

Direction: sky!
'Cause I like to fly
No lie
So high
Up to the sky
My dream is to fly
Over the rainbow, so high!
My dream is to fly
Over the rainbow, so high!
My dream is to fly
Over the rainbow, so high!
Rise up, rise up, rise up, rise up
Above the rain-
Rise up, rise up, rise up, rise up
For my mind and my brain
I tried to fly
No lie
So high
Up to the sky
Eh!
My dream is to fly
Over the rainbow, so high
My dream is to fly
Over the rainbow, so high
My dream is to fly
Over the rainbow, so high
My dream is to fly
Over the rainbow, so high
Eh!
Email
Print
Write my explanationnew
Explanations
Meanings"
89,Alvaro Soler,Sofia,24.04.2016,71,1,3979,/song/Alvaro-Soler/Sofia-1541304,"Sueño cuando era pequeño
sin preocupación, en el corazón
Sigo viendo aquel momento
se desvaneció, desapareció

Ya no te creo, ya no te deseo (eh-oh)
Sólo te veo, sólo te deseo (eh-oh)

Mira, Sofía,
sin tu mirada sigo,
sin tu mirada sigo.
Dime, Sofía-ah-ah,
cómo te mira, dime
cómo te mira, dime
Sé que no, sé que no
Sé que sólo
Sé que ya no soy-oy-oy-oy
Mira, Sofía,
sin tu mirada sigo,
sin tu mirada, Sofía.

Dices que éramos felices:
todo ya pasó, todo ya pasó
Sé que te corté las alas:
el te hizo volar, el te hizo soñar

Ya no te creo, ya no te deseo (eh-oh)
Sólo te veo, sólo te deseo (eh-oh)

Mira, Sofía,
sin tu mirada sigo,
sin tu mirada sigo.
Dime, Sofía-ah-ah,
cómo te mira, dime
cómo te mira, dime
Sé que no, sé que no
Sé que sólo
Sé que ya no soy-oy-oy-oy
Mira, Sofía,
sin tu mirada sigo,
sin tu mirada, Sofía.

Y ¿por qué no me dices la verdad?
Yeh!
Sigo sin tu mirada, Sofía
eh-eh-eh-eh
Y ¿por qué no me dices la verdad?

Mira, Sofía,
sin tu mirada sigo,
sin tu mirada.
Dime, Sofía,
cómo te mira, dime
cómo te mira.

Mira, Sofía,
sin tu mirada sigo,
sin tu mirada sigo.
Dime, Sofía-ah-ah,
cómo te mira, dime
cómo te mira, dime
Sé que no, sé que no
Sé que sólo
Sé que ya no soy-oy-oy-oy
Mira, Sofía,
sin tu mirada sigo,
sin tu mirada, Sofía."
90,Gotye feat. Kimbra,Somebody That I Used To Know,25.12.2011,58,2,3969,/song/Gotye-feat.-Kimbra/Somebody-That-I-Used-To-Know-866033,"Now and then I think of when we were together
Like when you said you felt so happy you could die
Told myself that you were right for me
But felt so lonely in your company
But that was love and it's an ache I still remember

You can get addicted to a certain kind of sadness
Like resignation to the end
Always the end
So when we found that we could not make sense
Well you said that we would still be friends
But I'll admit that I was glad that it was over

But you didn't have to cut me off
Make out like it never happened
And that we were nothing
And I don't even need your love
But you treat me like a stranger
And that feels so rough
You didn't have to stoop so low
Have your friends collect your records
And then change your number
I guess that I don't need that though
Now you're just somebody that I used to know
Now you're just somebody that I used to know
Now you're just somebody that I used to know

Now and then I think of all the times you screwed me over
But had me believing it was always something that I'd done
But I don't wanna live that way
Reading into every word you say
You said that you could let it go
And I wouldn't catch you hung up on somebody that you used to know

But you didn't have to cut me off
Make out like it never happened
And that we were nothing
And I don't even need your love
But you treat me like a stranger
And that feels so rough
You didn't have to stoop so low
Have your friends collect your records
And then change your number
I guess that I don't need that though
Now you're just somebody that I used to know

(Somebody)
I used to know
(Somebody)
Somebody that I used to know
(Somebody)
I used to know
(Somebody)
Now you're just somebody that I used to know
I used to know
That I used to know
I used to know
Somebody"
91,Camila Cabello feat. Young Thug,Havana,20.08.2017,58,2,3955,/song/Camila-Cabello-feat.-Young-Thug/Havana-1682569,
92,Die Toten Hosen,Tage wie diese,08.04.2012,62,4,3939,/song/Die-Toten-Hosen/Tage-wie-diese-977738,
93,Nelly Furtado,All Good Things (Come To An End),10.12.2006,62,1,3934,/song/Nelly-Furtado/All-Good-Things-(Come-To-An-End)-215754,"Honestly, what will become of me?
I don't like reality
It's way too clear to me

But really life is dandy
We are what we don't see
We miss everything daydreaming

Flames to dust
Lovers to friends
Why do all good things come to an end?

Flames to dust
Lovers to friends
Why do all good things come to an end?

Come to an end, come to an
Why do all good things come to an end?
Come to an end, come to an
Why do all good things come to an end?

Traveling I always stop at exits
Wondering if I'll stay
Young and restless
Living this way I stress less

I want to pull away when the dream dies
The pain sets it and I don't cry
I only feel gravity and I wonder why

Flames to dust
Lovers to friends
Why do all good things come to an end?

Flames to dust
Lovers to friends
Why do all good things come to an end?

Come to an end, come to an
Why do all good things come to an end?
Come to an end, come to an
Why do all good things come to an end?

Dogs were whistling a new tune
Barking at the new moon
Hoping it would come soon
So that they could die

Dogs were whistling a new tune
Barking at the new moon
Hoping it would come soon
So that they could die

Die, die, die

Flames to dust
Lovers to friends
Why do all good things come to an end?

Flames to dust
Lovers to friends
Why do all good things come to an end?

Come to an end, come to an end
Why do all good things come to an end?
Come to an end, come to an end
Why do all good things come to an end?

Well the dogs were barking at the new moon
Whistling a new tune
Hoping it will come soon

And the sun was wondering if it should
Stay away for a day 'til the feeling went away
And the sky was falling
And the clouds were dropping
And the rain forgot how to bring salvation

The dogs were tune barking at the new moon
Whistling a new tune
Hoping it would come soon
So that they could die"
94,Drake feat. Wizkid & Kyla,One Dance,10.04.2016,51,1,3930,/song/Drake-feat.-Wizkid-&-Kyla/One-Dance-1539291,"Baby I like your style

Grips on your waist
Front way, back way
You know that I don't play
Streets not safe
But I never run away
Even when I'm away
Oti, oti, there's never much love when we go OT
I pray to make it back in one piece
I pray, I pray

That's why I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me

Baby I like your style

Strength and guidance
All that I'm wishing for my friends
Nobody makes it from my ends
I had to bust up the silence
You know you gotta stick by me
Soon as you see the text, reply me
I don't wanna spend time fighting
We've got no time

That's why I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me

Got a pretty girl and she love me long time
Wine it, wine it, very long time
Oh yeah, very long time
Back up, back up, back up and wine it
Back up, back up and wine it, girl
Back up, back up, back up and wine it
Oh yeah, very long time
Back, up, back up and wine it, girl

Tell me
I need to know, where do you wanna go?
Cause if you're down, I'll take it slow
Make you lose control
Where, where, where
Where, where, where, where
Oh yeah, very long time
Where, where, where
Back, up, back up and wine it, girl
Where, where, where, where
Cause if you're down
Back up, back up and
Cause if you're down
Back up, back up and
Cause if you're down
Back up, back up and

I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me
I need a one dance
Got a Hennessy in my hand
One more time 'fore I go
Higher powers taking a hold on me"
95,Katy Perry,Hot N Cold,09.11.2008,62,1,3922,/song/Katy-Perry/Hot-N-Cold-464160,"You change your mind
Like a girl changes clothes
Yeah, you PMS like a bitch
I would know
And you over think
Always speak cryptically
I should know
That you're no good for me

Cause you're hot then you're cold
You're yes then you're no
You're in and you're out
You're up and you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up

(You)
You don't really want to stay, no
(You)
But you don't really wanna go, oh
You're hot then you're cold
You're yes then you're no
You're in and you're out
You're up and you're down

We used to be
Just like twins, so in sync
The same energy
Now's a dead battery
Used to laugh about nothing
Now you're plain boring
I should know
That you're not gonna change

Cause you're hot then you're cold
You're yes then you're no
You're in and you're out
You're up and you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up

(You)
You don't really want to stay, no
(You)
But you don't really want to go, oh
You're hot then you're cold
You're yes then you're no
You're in and you're out
You're up and you're down

Someone call the doctor
Got a case of a love bi-polar
Stuck on a roller coaster
Can't get off this ride
You change your mind
Like a girl changes clothes

Cause you're hot then you're cold
You're yes then you're no
You're in and you're out
You're up and you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up

You're hot then you're cold
You're yes then you're no
You're in and you're out
You're up and you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up

(You)
You don't really want to stay, no
(You)
But you don't really want to go
You're hot then you're cold
You're yes then you're no
You're in and you're out
You're up and you're down"
96,Nelly Furtado,Maneater,11.06.2006,63,3,3902,/song/Nelly-Furtado/Maneater-182744,"(Take it back, take it back)

Everybody look at me me
I walk in the door you start screaming
Come on everybody what you here for
Move your body around like a nympho

Everybody get your neck to crack around
All you crazy people come on jump around
I wanna see you all on your knees knees
You either wanna be with me or be me
(Come on now)

[Maneater]
[Make you work hard]
[Make you spend hard]
[Make you want all of her love]
[She's a maneater]
[Make you buy cars]
[Make you cut cards]
[Make you fall real hard in love]
[She's a maneater]
[Make you work hard]
[Make you spend hard]
[Make you want all of her love]
[She's a maneater]
[Make you buy cars]
[Make you cut cards]
[Wish you never ever met her at all]

And when she walks she walks with passion
When she talks she talks like she can handle it
When she asks for something boy she means it
Even if you never ever seen it

Everybody get your neck to crack around
All you crazy people come on jump around
You doing anything to keep her by your side
Because she says she love you, love you long time
(Come on now)

[Maneater]
[Make you work hard]
[Make you spend hard]
[Make you want all of her love]
[She's a maneater]
[Make you buy cars]
[Make you cut cards]
[Make you fall real hard in love]
[She's a maneater]
[Make you work hard]
[Make you spend hard]
[Make you want all of her love]
[She's a maneater]
[Make you buy cars]
[Make you cut cards]
[Wish you never ever met her at all]

Aaaaa... (Oh Oh)
Aaaaa... (Oh Oh)
Aaaaa... (Oh Oh)
(Aaaaa...) Yeaaah...

(Come on now)

[Maneater]
[Make you work hard]
[Make you spend hard]
[Make you want all of her love]
[She's a maneater]
[Make you buy cars]
[Make you cut cards]
[Make you fall real hard in love]
[She's a maneater]
[Make you work hard]
[Make you spend hard]
[Make you want all of her love]
[She's a maneater]
[Make you buy cars]
[Make you cut cards]
[Wish you never ever met her at all]

No, never ever met her at all
(What you sayin' girl?)
You wish you never ever met her at all
(What you sayin' girl?)
You wish you never ever met her at all
(What you sayin' girl?)
You wish you never ever met her at all
(Come on!)

You wish you never ever met her at all
(What you sayin' girl?)
You wish you never ever met her at all
(What you sayin' girl?)
You wish you never ever met her at all
(What you sayin' girl?)
You wish you never ever met her at all

(Break!)

(I been around the world I ain't never meet a girl like this)
She's a maneater, a maneater
(I been around the world I ain't never meet a girl like this)
She's a maneater, a maneater
(I been around the world I ain't never meet a girl like this)
She's a maneater, a maneater
(I been around the world I ain't never meet a girl like this)"
