Einheit,Zivilstand,Anzahl,Typ
Baulmes,Verwitwet,49,Gemeinde
Baulmes,Geschieden,94,Gemeinde
Bavois,Ledig,434,Gemeinde
Bavois,Verheiratet,395,Gemeinde
Bavois,Verwitwet,30,Gemeinde
Bavois,Geschieden,82,Gemeinde
Bofflens,Ledig,85,Gemeinde
Bofflens,Verheiratet,76,Gemeinde
Bofflens,Verwitwet,12,Gemeinde
Bofflens,Geschieden,14,Gemeinde
Bretonnières,Ledig,101,Gemeinde
Bretonnières,Verheiratet,125,Gemeinde
Bretonnières,Verwitwet,9,Gemeinde
Bretonnières,Geschieden,18,Gemeinde
Chavornay,Ledig,2006,Gemeinde
Chavornay,Verheiratet,1718,Gemeinde
Chavornay,Verwitwet,116,Gemeinde
Chavornay,Geschieden,321,Gemeinde
Les Clées,Ledig,79,Gemeinde
Les Clées,Verheiratet,87,Gemeinde
Les Clées,Verwitwet,12,Gemeinde
Les Clées,Geschieden,8,Gemeinde
Corcelles-sur-Chavornay,Ledig,172,Gemeinde
Corcelles-sur-Chavornay,Verheiratet,144,Gemeinde
Corcelles-sur-Chavornay,Verwitwet,18,Gemeinde
Corcelles-sur-Chavornay,Geschieden,19,Gemeinde
Croy,Ledig,131,Gemeinde
Croy,Verheiratet,145,Gemeinde
Croy,Verwitwet,31,Gemeinde
Croy,Geschieden,28,Gemeinde
Juriens,Ledig,132,Gemeinde
Juriens,Verheiratet,122,Gemeinde
Juriens,Verwitwet,20,Gemeinde
Juriens,Geschieden,27,Gemeinde
Lignerolle,Ledig,163,Gemeinde
Lignerolle,Verheiratet,181,Gemeinde
Lignerolle,Verwitwet,13,Gemeinde
Lignerolle,Geschieden,33,Gemeinde
Montcherand,Ledig,210,Gemeinde
Montcherand,Verheiratet,216,Gemeinde
Montcherand,Verwitwet,19,Gemeinde
Montcherand,Geschieden,28,Gemeinde
Orbe,Ledig,3056,Gemeinde
Orbe,Verheiratet,2884,Gemeinde
Orbe,Verwitwet,319,Gemeinde
Orbe,Geschieden,590,Gemeinde
La Praz,Ledig,70,Gemeinde
La Praz,Verheiratet,70,Gemeinde
La Praz,Verwitwet,6,Gemeinde
La Praz,Geschieden,14,Gemeinde
Premier,Ledig,76,Gemeinde
Premier,Verheiratet,85,Gemeinde
Premier,Verwitwet,10,Gemeinde
Premier,Geschieden,14,Gemeinde
Rances,Ledig,188,Gemeinde
Rances,Verheiratet,229,Gemeinde
Rances,Verwitwet,20,Gemeinde
Rances,Geschieden,23,Gemeinde
Romainmôtier-Envy,Ledig,238,Gemeinde
Romainmôtier-Envy,Verheiratet,213,Gemeinde
Romainmôtier-Envy,Verwitwet,28,Gemeinde
Romainmôtier-Envy,Geschieden,49,Gemeinde
Sergey,Ledig,63,Gemeinde
Sergey,Verheiratet,56,Gemeinde
Sergey,Verwitwet,10,Gemeinde
Sergey,Geschieden,15,Gemeinde
Valeyres-sous-Rances,Ledig,276,Gemeinde
Valeyres-sous-Rances,Verheiratet,261,Gemeinde
Valeyres-sous-Rances,Verwitwet,19,Gemeinde
Valeyres-sous-Rances,Geschieden,45,Gemeinde
Vallorbe,Ledig,1530,Gemeinde
Vallorbe,Verheiratet,1563,Gemeinde
Vallorbe,Verwitwet,190,Gemeinde
Vallorbe,Geschieden,371,Gemeinde
Vaulion,Ledig,209,Gemeinde
Vaulion,Verheiratet,195,Gemeinde
Vaulion,Verwitwet,42,Gemeinde
Vaulion,Geschieden,43,Gemeinde
Vuiteboeuf,Ledig,273,Gemeinde
Vuiteboeuf,Verheiratet,221,Gemeinde
Vuiteboeuf,Verwitwet,19,Gemeinde
Vuiteboeuf,Geschieden,32,Gemeinde
L'Abbaye,Ledig,560,Gemeinde
L'Abbaye,Verheiratet,648,Gemeinde
L'Abbaye,Verwitwet,94,Gemeinde
L'Abbaye,Geschieden,131,Gemeinde
Le Chenit,Ledig,1928,Gemeinde
Le Chenit,Verheiratet,1967,Gemeinde
Le Chenit,Verwitwet,309,Gemeinde
Le Chenit,Geschieden,440,Gemeinde
Le Lieu,Ledig,333,Gemeinde
Le Lieu,Verheiratet,388,Gemeinde
Le Lieu,Verwitwet,58,Gemeinde
Le Lieu,Geschieden,78,Gemeinde
Belmont-sur-Yverdon,Ledig,172,Gemeinde
Belmont-sur-Yverdon,Verheiratet,162,Gemeinde
Belmont-sur-Yverdon,Verwitwet,11,Gemeinde
Belmont-sur-Yverdon,Geschieden,24,Gemeinde
Bioley-Magnoux,Ledig,71,Gemeinde
Bioley-Magnoux,Verheiratet,106,Gemeinde
Bioley-Magnoux,Verwitwet,12,Gemeinde
Bioley-Magnoux,Geschieden,12,Gemeinde
Chamblon,Ledig,236,Gemeinde
Chamblon,Verheiratet,261,Gemeinde
Chamblon,Verwitwet,20,Gemeinde
Chamblon,Geschieden,51,Gemeinde
Champvent,Ledig,265,Gemeinde
Champvent,Verheiratet,284,Gemeinde
Champvent,Verwitwet,20,Gemeinde
Champvent,Geschieden,47,Gemeinde
Chavannes-le-Chêne,Ledig,128,Gemeinde
Chavannes-le-Chêne,Verheiratet,111,Gemeinde
Chavannes-le-Chêne,Verwitwet,19,Gemeinde
Chavannes-le-Chêne,Geschieden,20,Gemeinde
Chêne-Pâquier,Ledig,54,Gemeinde
Chêne-Pâquier,Verheiratet,53,Gemeinde
Chêne-Pâquier,Verwitwet,6,Gemeinde
Chêne-Pâquier,Geschieden,11,Gemeinde
Cheseaux-Noréaz,Ledig,260,Gemeinde
Cheseaux-Noréaz,Verheiratet,336,Gemeinde
Cheseaux-Noréaz,Verwitwet,34,Gemeinde
Cheseaux-Noréaz,Geschieden,34,Gemeinde
Cronay,Ledig,150,Gemeinde
Cronay,Verheiratet,163,Gemeinde
Cronay,Verwitwet,22,Gemeinde
Cronay,Geschieden,29,Gemeinde
Cuarny,Ledig,91,Gemeinde
Cuarny,Verheiratet,100,Gemeinde
Cuarny,Verwitwet,10,Gemeinde
Cuarny,Geschieden,14,Gemeinde
Démoret,Ledig,56,Gemeinde
Démoret,Verheiratet,54,Gemeinde
Démoret,Verwitwet,4,Gemeinde
Démoret,Geschieden,9,Gemeinde
Donneloye,Ledig,339,Gemeinde
Donneloye,Verheiratet,339,Gemeinde
Donneloye,Verwitwet,33,Gemeinde
Donneloye,Geschieden,55,Gemeinde
Ependes (VD),Ledig,168,Gemeinde
Ependes (VD),Verheiratet,131,Gemeinde
Ependes (VD),Verwitwet,9,Gemeinde
Ependes (VD),Geschieden,38,Gemeinde
Essert-Pittet,Ledig,70,Gemeinde
Essert-Pittet,Verheiratet,73,Gemeinde
Essert-Pittet,Verwitwet,10,Gemeinde
Essert-Pittet,Geschieden,11,Gemeinde
Mathod,Ledig,265,Gemeinde
Mathod,Verheiratet,258,Gemeinde
Mathod,Verwitwet,23,Gemeinde
Mathod,Geschieden,36,Gemeinde
Molondin,Ledig,104,Gemeinde
Molondin,Verheiratet,90,Gemeinde
Molondin,Verwitwet,9,Gemeinde
Molondin,Geschieden,20,Gemeinde
Montagny-près-Yverdon,Ledig,311,Gemeinde
Montagny-près-Yverdon,Verheiratet,306,Gemeinde
Montagny-près-Yverdon,Verwitwet,35,Gemeinde
Montagny-près-Yverdon,Geschieden,61,Gemeinde
Orges,Ledig,126,Gemeinde
Orges,Verheiratet,115,Gemeinde
Orges,Verwitwet,10,Gemeinde
Orges,Geschieden,24,Gemeinde
Orzens,Ledig,79,Gemeinde
Orzens,Verheiratet,102,Gemeinde
Orzens,Verwitwet,10,Gemeinde
Orzens,Geschieden,21,Gemeinde
Pomy,Ledig,335,Gemeinde
Pomy,Verheiratet,316,Gemeinde
Pomy,Verwitwet,34,Gemeinde
Pomy,Geschieden,46,Gemeinde
Rovray,Ledig,81,Gemeinde
Rovray,Verheiratet,75,Gemeinde
Rovray,Verwitwet,4,Gemeinde
Rovray,Geschieden,16,Gemeinde
Suchy,Ledig,242,Gemeinde
Suchy,Verheiratet,246,Gemeinde
Suchy,Verwitwet,15,Gemeinde
Suchy,Geschieden,39,Gemeinde
Suscévaz,Ledig,76,Gemeinde
Suscévaz,Verheiratet,96,Gemeinde
Suscévaz,Verwitwet,12,Gemeinde
Suscévaz,Geschieden,14,Gemeinde
Treycovagnes,Ledig,195,Gemeinde
Treycovagnes,Verheiratet,219,Gemeinde
Treycovagnes,Verwitwet,17,Gemeinde
Treycovagnes,Geschieden,32,Gemeinde
Ursins,Ledig,74,Gemeinde
Ursins,Verheiratet,110,Gemeinde
Ursins,Verwitwet,12,Gemeinde
Ursins,Geschieden,10,Gemeinde
Valeyres-sous-Montagny,Ledig,262,Gemeinde
Valeyres-sous-Montagny,Verheiratet,317,Gemeinde
Valeyres-sous-Montagny,Verwitwet,26,Gemeinde
Valeyres-sous-Montagny,Geschieden,56,Gemeinde
Valeyres-sous-Ursins,Ledig,103,Gemeinde
Valeyres-sous-Ursins,Verheiratet,124,Gemeinde
Valeyres-sous-Ursins,Verwitwet,5,Gemeinde
Valeyres-sous-Ursins,Geschieden,13,Gemeinde
Villars-Epeney,Ledig,43,Gemeinde
Villars-Epeney,Verheiratet,37,Gemeinde
Villars-Epeney,Verwitwet,2,Gemeinde
Villars-Epeney,Geschieden,8,Gemeinde
Vugelles-La Mothe,Ledig,60,Gemeinde
Vugelles-La Mothe,Verheiratet,58,Gemeinde
Vugelles-La Mothe,Verwitwet,6,Gemeinde
Vugelles-La Mothe,Geschieden,12,Gemeinde
Yverdon-les-Bains,Ledig,13125,Gemeinde
Yverdon-les-Bains,Verheiratet,12247,Gemeinde
Yverdon-les-Bains,Verwitwet,1652,Gemeinde
Yverdon-les-Bains,Geschieden,2672,Gemeinde
Yvonand,Ledig,1415,Gemeinde
Yvonand,Verheiratet,1299,Gemeinde
Yvonand,Verwitwet,180,Gemeinde
Yvonand,Geschieden,262,Gemeinde
District de Lausanne,Ledig,81892,Bezirk
District de Lausanne,Verheiratet,57764,Bezirk
District de Lausanne,Verwitwet,6819,Bezirk
District de Lausanne,Geschieden,14690,Bezirk
Cheseaux-sur-Lausanne,Ledig,1949,Gemeinde
Cheseaux-sur-Lausanne,Verheiratet,1836,Gemeinde
Cheseaux-sur-Lausanne,Verwitwet,147,Gemeinde
Cheseaux-sur-Lausanne,Geschieden,385,Gemeinde
Epalinges,Ledig,4142,Gemeinde
Epalinges,Verheiratet,4046,Gemeinde
Epalinges,Verwitwet,382,Gemeinde
Epalinges,Geschieden,632,Gemeinde
Jouxtens-Mézery,Ledig,598,Gemeinde
Jouxtens-Mézery,Verheiratet,695,Gemeinde
Jouxtens-Mézery,Verwitwet,40,Gemeinde
Jouxtens-Mézery,Geschieden,80,Gemeinde
Lausanne,Ledig,70493,Gemeinde
Lausanne,Verheiratet,46458,Gemeinde
Lausanne,Verwitwet,5833,Gemeinde
Lausanne,Geschieden,12812,Gemeinde
Le Mont-sur-Lausanne,Ledig,3246,Gemeinde
Le Mont-sur-Lausanne,Verheiratet,3285,Gemeinde
Le Mont-sur-Lausanne,Verwitwet,281,Gemeinde
Le Mont-sur-Lausanne,Geschieden,469,Gemeinde
Romanel-sur-Lausanne,Ledig,1464,Gemeinde
Romanel-sur-Lausanne,Verheiratet,1444,Gemeinde
Romanel-sur-Lausanne,Verwitwet,136,Gemeinde
Romanel-sur-Lausanne,Geschieden,312,Gemeinde
District de Lavaux-Oron,Ledig,25457,Bezirk
District de Lavaux-Oron,Verheiratet,25802,Bezirk
District de Lavaux-Oron,Verwitwet,3028,Bezirk
District de Lavaux-Oron,Geschieden,5012,Bezirk
Belmont-sur-Lausanne,Ledig,1620,Gemeinde
Belmont-sur-Lausanne,Verheiratet,1604,Gemeinde
Belmont-sur-Lausanne,Verwitwet,100,Gemeinde
Belmont-sur-Lausanne,Geschieden,280,Gemeinde
Paudex,Ledig,630,Gemeinde
Paudex,Verheiratet,660,Gemeinde
Paudex,Verwitwet,71,Gemeinde
Paudex,Geschieden,130,Gemeinde
Pully,Ledig,7495,Gemeinde
Pully,Verheiratet,7569,Gemeinde
Pully,Verwitwet,1063,Gemeinde
Pully,Geschieden,1678,Gemeinde
Chexbres,Ledig,932,Gemeinde
Chexbres,Verheiratet,894,Gemeinde
Chexbres,Verwitwet,192,Gemeinde
Chexbres,Geschieden,198,Gemeinde
Forel (Lavaux),Ledig,918,Gemeinde
Forel (Lavaux),Verheiratet,929,Gemeinde
Forel (Lavaux),Verwitwet,81,Gemeinde
Forel (Lavaux),Geschieden,163,Gemeinde
Lutry,Ledig,4066,Gemeinde
Lutry,Verheiratet,4241,Gemeinde
Lutry,Verwitwet,582,Gemeinde
Lutry,Geschieden,857,Gemeinde
Puidoux,Ledig,1285,Gemeinde
Puidoux,Verheiratet,1271,Gemeinde
Puidoux,Verwitwet,80,Gemeinde
Puidoux,Geschieden,218,Gemeinde
Rivaz,Ledig,174,Gemeinde
Rivaz,Verheiratet,159,Gemeinde
Rivaz,Verwitwet,11,Gemeinde
Rivaz,Geschieden,19,Gemeinde
Saint-Saphorin (Lavaux),Ledig,176,Gemeinde
Saint-Saphorin (Lavaux),Verheiratet,165,Gemeinde
Saint-Saphorin (Lavaux),Verwitwet,19,Gemeinde
Saint-Saphorin (Lavaux),Geschieden,24,Gemeinde
Savigny,Ledig,1424,Gemeinde
Savigny,Verheiratet,1514,Gemeinde
Savigny,Verwitwet,143,Gemeinde
Savigny,Geschieden,261,Gemeinde
Bourg-en-Lavaux,Ledig,2187,Gemeinde
Bourg-en-Lavaux,Verheiratet,2417,Gemeinde
Bourg-en-Lavaux,Verwitwet,232,Gemeinde
Bourg-en-Lavaux,Geschieden,402,Gemeinde
Essertes,Ledig,138,Gemeinde
Essertes,Verheiratet,157,Gemeinde
Essertes,Verwitwet,12,Gemeinde
Essertes,Geschieden,22,Gemeinde
Ferlens (VD),Ledig,149,Gemeinde
Ferlens (VD),Verheiratet,145,Gemeinde
Ferlens (VD),Verwitwet,14,Gemeinde
Ferlens (VD),Geschieden,27,Gemeinde
Maracon,Ledig,189,Gemeinde
Maracon,Verheiratet,208,Gemeinde
Maracon,Verwitwet,21,Gemeinde
Maracon,Geschieden,26,Gemeinde
Mézières (VD),Ledig,524,Gemeinde
Mézières (VD),Verheiratet,518,Gemeinde
Mézières (VD),Verwitwet,71,Gemeinde
Mézières (VD),Geschieden,103,Gemeinde
Montpreveyres,Ledig,310,Gemeinde
Montpreveyres,Verheiratet,267,Gemeinde
Montpreveyres,Verwitwet,18,Gemeinde
Montpreveyres,Geschieden,31,Gemeinde
Servion,Ledig,865,Gemeinde
Servion,Verheiratet,837,Gemeinde
Servion,Verwitwet,58,Gemeinde
Servion,Geschieden,146,Gemeinde
Oron,Ledig,2375,Gemeinde
Oron,Verheiratet,2247,Gemeinde
Oron,Verwitwet,260,Gemeinde
Oron,Geschieden,427,Gemeinde
District de Morges,Ledig,35352,Bezirk
District de Morges,Verheiratet,34725,Bezirk
District de Morges,Verwitwet,3521,Bezirk
District de Morges,Geschieden,6495,Bezirk
Apples,Ledig,576,Gemeinde
Apples,Verheiratet,608,Gemeinde
Apples,Verwitwet,74,Gemeinde
Apples,Geschieden,109,Gemeinde
Aubonne,Ledig,1460,Gemeinde
Aubonne,Verheiratet,1444,Gemeinde
Aubonne,Verwitwet,108,Gemeinde
Aubonne,Geschieden,228,Gemeinde
Ballens,Ledig,202,Gemeinde
Ballens,Verheiratet,246,Gemeinde
Ballens,Verwitwet,24,Gemeinde
Ballens,Geschieden,34,Gemeinde
Berolle,Ledig,134,Gemeinde
Berolle,Verheiratet,125,Gemeinde
Berolle,Verwitwet,13,Gemeinde
Berolle,Geschieden,19,Gemeinde
Bière,Ledig,640,Gemeinde
Bière,Verheiratet,696,Gemeinde
Bière,Verwitwet,90,Gemeinde
Bière,Geschieden,140,Gemeinde
Bougy-Villars,Ledig,194,Gemeinde
Bougy-Villars,Verheiratet,222,Gemeinde
Bougy-Villars,Verwitwet,23,Gemeinde
Bougy-Villars,Geschieden,46,Gemeinde
Féchy,Ledig,367,Gemeinde
Féchy,Verheiratet,402,Gemeinde
Féchy,Verwitwet,29,Gemeinde
Féchy,Geschieden,58,Gemeinde
Gimel,Ledig,804,Gemeinde
Gimel,Verheiratet,866,Gemeinde
Gimel,Verwitwet,95,Gemeinde
Gimel,Geschieden,148,Gemeinde
Mollens (VD),Ledig,132,Gemeinde
Mollens (VD),Verheiratet,123,Gemeinde
Mollens (VD),Verwitwet,16,Gemeinde
Mollens (VD),Geschieden,24,Gemeinde
Montherod,Ledig,234,Gemeinde
Montherod,Verheiratet,231,Gemeinde
Montherod,Verwitwet,14,Gemeinde
Montherod,Geschieden,40,Gemeinde
Saint-Livres,Ledig,323,Gemeinde
Saint-Livres,Verheiratet,302,Gemeinde
Saint-Livres,Verwitwet,24,Gemeinde
Saint-Livres,Geschieden,64,Gemeinde
Saint-Oyens,Ledig,142,Gemeinde
Saint-Oyens,Verheiratet,159,Gemeinde
Saint-Oyens,Verwitwet,18,Gemeinde
Saint-Oyens,Geschieden,27,Gemeinde
Saubraz,Ledig,183,Gemeinde
Saubraz,Verheiratet,179,Gemeinde
Saubraz,Verwitwet,15,Gemeinde
Saubraz,Geschieden,16,Gemeinde
La Chaux (Cossonay),Ledig,192,Gemeinde
La Chaux (Cossonay),Verheiratet,182,Gemeinde
La Chaux (Cossonay),Verwitwet,17,Gemeinde
La Chaux (Cossonay),Geschieden,30,Gemeinde
Chavannes-le-Veyron,Ledig,57,Gemeinde
Chavannes-le-Veyron,Verheiratet,46,Gemeinde
Chavannes-le-Veyron,Verwitwet,4,Gemeinde
Chavannes-le-Veyron,Geschieden,13,Gemeinde
Chevilly,Ledig,135,Gemeinde
Chevilly,Verheiratet,118,Gemeinde
Chevilly,Verwitwet,11,Gemeinde
Chevilly,Geschieden,23,Gemeinde
Cossonay,Ledig,1694,Gemeinde
Cossonay,Verheiratet,1523,Gemeinde
Cossonay,Verwitwet,137,Gemeinde
Cossonay,Geschieden,293,Gemeinde
Cottens (VD),Ledig,228,Gemeinde
Cottens (VD),Verheiratet,205,Gemeinde
Cottens (VD),Verwitwet,16,Gemeinde
Cottens (VD),Geschieden,24,Gemeinde
Cuarnens,Ledig,190,Gemeinde
Cuarnens,Verheiratet,202,Gemeinde
Cuarnens,Verwitwet,21,Gemeinde
Cuarnens,Geschieden,25,Gemeinde
Dizy,Ledig,104,Gemeinde
Dizy,Verheiratet,93,Gemeinde
Dizy,Verwitwet,7,Gemeinde
Dizy,Geschieden,18,Gemeinde
Eclépens,Ledig,441,Gemeinde
Eclépens,Verheiratet,488,Gemeinde
Eclépens,Verwitwet,30,Gemeinde
Eclépens,Geschieden,78,Gemeinde
Ferreyres,Ledig,139,Gemeinde
Ferreyres,Verheiratet,156,Gemeinde
Ferreyres,Verwitwet,3,Gemeinde
Ferreyres,Geschieden,16,Gemeinde
Gollion,Ledig,379,Gemeinde
Gollion,Verheiratet,383,Gemeinde
Gollion,Verwitwet,29,Gemeinde
Gollion,Geschieden,75,Gemeinde
Grancy,Ledig,188,Gemeinde
Grancy,Verheiratet,165,Gemeinde
Grancy,Verwitwet,13,Gemeinde
Grancy,Geschieden,30,Gemeinde
L'Isle,Ledig,450,Gemeinde
L'Isle,Verheiratet,433,Gemeinde
L'Isle,Verwitwet,51,Gemeinde
L'Isle,Geschieden,98,Gemeinde
Mauraz,Ledig,22,Gemeinde
Mauraz,Verheiratet,20,Gemeinde
Mauraz,Verwitwet,3,Gemeinde
Mauraz,Geschieden,4,Gemeinde
Moiry,Ledig,130,Gemeinde
Moiry,Verheiratet,130,Gemeinde
Moiry,Verwitwet,8,Gemeinde
Moiry,Geschieden,22,Gemeinde
Mont-la-Ville,Ledig,135,Gemeinde
Mont-la-Ville,Verheiratet,205,Gemeinde
Mont-la-Ville,Verwitwet,19,Gemeinde
Mont-la-Ville,Geschieden,24,Gemeinde
Montricher,Ledig,427,Gemeinde
Montricher,Verheiratet,427,Gemeinde
Montricher,Verwitwet,34,Gemeinde
Montricher,Geschieden,70,Gemeinde
Orny,Ledig,176,Gemeinde
Orny,Verheiratet,145,Gemeinde
Orny,Verwitwet,26,Gemeinde
Orny,Geschieden,28,Gemeinde
Pampigny,Ledig,522,Gemeinde
Pampigny,Verheiratet,471,Gemeinde
Pampigny,Verwitwet,37,Gemeinde
Pampigny,Geschieden,95,Gemeinde
Pompaples,Ledig,410,Gemeinde
Pompaples,Verheiratet,316,Gemeinde
Pompaples,Verwitwet,45,Gemeinde
Pompaples,Geschieden,67,Gemeinde
La Sarraz,Ledig,1199,Gemeinde
La Sarraz,Verheiratet,1044,Gemeinde
La Sarraz,Verwitwet,112,Gemeinde
La Sarraz,Geschieden,209,Gemeinde
Senarclens,Ledig,197,Gemeinde
Senarclens,Verheiratet,199,Gemeinde
Senarclens,Verwitwet,32,Gemeinde
Senarclens,Geschieden,22,Gemeinde
Sévery,Ledig,96,Gemeinde
Sévery,Verheiratet,110,Gemeinde
Sévery,Verwitwet,4,Gemeinde
Sévery,Geschieden,21,Gemeinde
Aclens,Ledig,236,Gemeinde
Aclens,Verheiratet,237,Gemeinde
Aclens,Verwitwet,16,Gemeinde
Aclens,Geschieden,36,Gemeinde
Bremblens,Ledig,213,Gemeinde
Bremblens,Verheiratet,250,Gemeinde
Bremblens,Verwitwet,10,Gemeinde
Bremblens,Geschieden,39,Gemeinde
Buchillon,Ledig,241,Gemeinde
Buchillon,Verheiratet,330,Gemeinde
Buchillon,Verwitwet,21,Gemeinde
Buchillon,Geschieden,33,Gemeinde
Bussy-Chardonney,Ledig,162,Gemeinde
Bussy-Chardonney,Verheiratet,173,Gemeinde
Bussy-Chardonney,Verwitwet,13,Gemeinde
Bussy-Chardonney,Geschieden,29,Gemeinde
Chigny,Ledig,144,Gemeinde
Chigny,Verheiratet,159,Gemeinde
Chigny,Verwitwet,8,Gemeinde
Chigny,Geschieden,22,Gemeinde
Clarmont,Ledig,73,Gemeinde
Clarmont,Verheiratet,61,Gemeinde
Clarmont,Verwitwet,8,Gemeinde
Clarmont,Geschieden,17,Gemeinde
Denens,Ledig,304,Gemeinde
Denens,Verheiratet,324,Gemeinde
Denens,Verwitwet,21,Gemeinde
Denens,Geschieden,60,Gemeinde
Denges,Ledig,756,Gemeinde
Denges,Verheiratet,711,Gemeinde
Denges,Verwitwet,58,Gemeinde
Denges,Geschieden,128,Gemeinde
Echandens,Ledig,1230,Gemeinde
Echandens,Verheiratet,1140,Gemeinde
Echandens,Verwitwet,106,Gemeinde
Echandens,Geschieden,186,Gemeinde
Echichens,Ledig,1114,Gemeinde
Echichens,Verheiratet,1157,Gemeinde
Echichens,Verwitwet,150,Gemeinde
Echichens,Geschieden,172,Gemeinde
Etoy,Ledig,1407,Gemeinde
Etoy,Verheiratet,1194,Gemeinde
Etoy,Verwitwet,104,Gemeinde
Etoy,Geschieden,234,Gemeinde
Lavigny,Ledig,485,Gemeinde
Lavigny,Verheiratet,418,Gemeinde
Lavigny,Verwitwet,33,Gemeinde
Lavigny,Geschieden,59,Gemeinde
Lonay,Ledig,1064,Gemeinde
Lonay,Verheiratet,1156,Gemeinde
Lonay,Verwitwet,163,Gemeinde
Lonay,Geschieden,153,Gemeinde
Lully (VD),Ledig,342,Gemeinde
Lully (VD),Verheiratet,356,Gemeinde
Lully (VD),Verwitwet,25,Gemeinde
Lully (VD),Geschieden,38,Gemeinde
Lussy-sur-Morges,Ledig,268,Gemeinde
Lussy-sur-Morges,Verheiratet,297,Gemeinde
Lussy-sur-Morges,Verwitwet,39,Gemeinde
Lussy-sur-Morges,Geschieden,42,Gemeinde
Morges,Ledig,6792,Gemeinde
Morges,Verheiratet,6428,Gemeinde
Morges,Verwitwet,935,Gemeinde
Morges,Geschieden,1521,Gemeinde
Préverenges,Ledig,2308,Gemeinde
Préverenges,Verheiratet,2302,Gemeinde
Préverenges,Verwitwet,191,Gemeinde
Préverenges,Geschieden,459,Gemeinde
Reverolle,Ledig,162,Gemeinde
Reverolle,Verheiratet,152,Gemeinde
Reverolle,Verwitwet,13,Gemeinde
Reverolle,Geschieden,34,Gemeinde
Romanel-sur-Morges,Ledig,200,Gemeinde
Romanel-sur-Morges,Verheiratet,212,Gemeinde
Romanel-sur-Morges,Verwitwet,15,Gemeinde
Romanel-sur-Morges,Geschieden,31,Gemeinde
Saint-Prex,Ledig,2467,Gemeinde
Saint-Prex,Verheiratet,2410,Gemeinde
Saint-Prex,Verwitwet,205,Gemeinde
Saint-Prex,Geschieden,520,Gemeinde
Tolochenaz,Ledig,810,Gemeinde
Tolochenaz,Verheiratet,827,Gemeinde
Tolochenaz,Verwitwet,54,Gemeinde
Tolochenaz,Geschieden,168,Gemeinde
Vaux-sur-Morges,Ledig,88,Gemeinde
Vaux-sur-Morges,Verheiratet,101,Gemeinde
Vaux-sur-Morges,Verwitwet,3,Gemeinde
Vaux-sur-Morges,Geschieden,11,Gemeinde
Villars-sous-Yens,Ledig,254,Gemeinde
Villars-sous-Yens,Verheiratet,251,Gemeinde
Villars-sous-Yens,Verwitwet,13,Gemeinde
Villars-sous-Yens,Geschieden,48,Gemeinde
Vufflens-le-Château,Ledig,361,Gemeinde
Vufflens-le-Château,Verheiratet,390,Gemeinde
Vufflens-le-Château,Verwitwet,28,Gemeinde
Vufflens-le-Château,Geschieden,42,Gemeinde
Vullierens,Ledig,196,Gemeinde
Vullierens,Verheiratet,195,Gemeinde
Vullierens,Verwitwet,22,Gemeinde
Vullierens,Geschieden,44,Gemeinde
Yens,Ledig,597,Gemeinde
Yens,Verheiratet,650,Gemeinde
Yens,Verwitwet,51,Gemeinde
Yens,Geschieden,106,Gemeinde
Allaman,Ledig,176,Gemeinde
Allaman,Verheiratet,180,Gemeinde
Allaman,Verwitwet,14,Gemeinde
Allaman,Geschieden,25,Gemeinde
District de Nyon,Ledig,42801,Bezirk
District de Nyon,Verheiratet,43768,Bezirk
District de Nyon,Verwitwet,3255,Bezirk
District de Nyon,Geschieden,7397,Bezirk
Longirod,Ledig,186,Gemeinde
Longirod,Verheiratet,227,Gemeinde
Longirod,Verwitwet,14,Gemeinde
Longirod,Geschieden,37,Gemeinde
Marchissy,Ledig,200,Gemeinde
Marchissy,Verheiratet,200,Gemeinde
Marchissy,Verwitwet,16,Gemeinde
Marchissy,Geschieden,38,Gemeinde
Saint-George,Ledig,416,Gemeinde
Saint-George,Verheiratet,443,Gemeinde
Saint-George,Verwitwet,33,Gemeinde
Saint-George,Geschieden,64,Gemeinde
Arnex-sur-Nyon,Ledig,100,Gemeinde
Arnex-sur-Nyon,Verheiratet,104,Gemeinde
Arnex-sur-Nyon,Verwitwet,3,Gemeinde
Arnex-sur-Nyon,Geschieden,12,Gemeinde
Arzier-Le Muids,Ledig,1094,Gemeinde
Arzier-Le Muids,Verheiratet,1191,Gemeinde
Arzier-Le Muids,Verwitwet,72,Gemeinde
Arzier-Le Muids,Geschieden,214,Gemeinde
Bassins,Ledig,593,Gemeinde
Bassins,Verheiratet,603,Gemeinde
Bassins,Verwitwet,35,Gemeinde
Bassins,Geschieden,91,Gemeinde
Begnins,Ledig,773,Gemeinde
Begnins,Verheiratet,803,Gemeinde
Begnins,Verwitwet,97,Gemeinde
Begnins,Geschieden,150,Gemeinde
Bogis-Bossey,Ledig,397,Gemeinde
Bogis-Bossey,Verheiratet,445,Gemeinde
Bogis-Bossey,Verwitwet,18,Gemeinde
Bogis-Bossey,Geschieden,44,Gemeinde
Borex,Ledig,475,Gemeinde
Borex,Verheiratet,498,Gemeinde
Borex,Verwitwet,30,Gemeinde
Borex,Geschieden,72,Gemeinde
Chavannes-de-Bogis,Ledig,570,Gemeinde
Chavannes-de-Bogis,Verheiratet,660,Gemeinde
Chavannes-de-Bogis,Verwitwet,23,Gemeinde
Chavannes-de-Bogis,Geschieden,65,Gemeinde
