hausnummer,latitude,longitude,name,ort,plz,strasse,typ
16/4,47.39912,8.604691,lumimart-duebendorf,Dübendorf,8600,Ringstrasse/Parkplätze Industriestrasse,lumimart
40,47.403521,8.589193,coop-supermarkt-zuerich-hirzenbachstrasse,Zürich,8051,Hirzenbachstrasse,retail
199,47.425478,8.496886,coop-supermarkt-zuerich-muehlackerstrasse,Zürich,8046,Mühlackerstrasse,retail
 32,46.358082,8.971987,coop-supermarkt-biasca,Biasca,6710,Via A. Giovannini,retail
126,47.324548,8.798744,interdiscount-wetzikon,Wetzikon,8620,Bahnhofstrasse,id
1,47.430853,8.469501,christ-regensdorf-christ,Regensdorf,8105,Zentrum,christ
333,47.411086,8.562669,coop-supermarkt-zuerich-precisa,Zürich,8050,Wallisellenstrasse,retail
36/38,47.413974,8.551453,pronto-zuerich-main-tower,Zürich,8050,Thurgauerstrasse,pronto
1,47.431379,8.469007,coop-supermarkt-regensdorf-zentrum,Regensdorf,8105,Zentrum,retail
1,47.431379,8.469007,coop-city-regensdorf-city-outlet,Regensdorf,8105,Zentrum,city
2,47.44915,8.328464,coop-supermarkt-neuenhof,Neuenhof,5432,Albertstrasse,retail
1,47.431869,8.468566,impo-regensdorf-ip,Regensdorf,8105,Zentrum,impo
8,47.401755,8.600271,livique-duebendorf-wohnland,Dübendorf,8600,Hochbordstrasse,livique
4,47.326234,8.797728,coop-supermarkt-wetzikon,Wetzikon,8622,Kirchgasse,retail
1,47.397326,8.616601,coop-supermarkt-duebendorf-center,Dübendorf,8600,Adlerstrasse,retail
88,47.401268,8.604884,coop-bau-hobby-b-h-duebendorf,Dübendorf,8600,Neugutstrasse,bh
1,47.382502,8.667594,impo-volketswil-volkiland-ip,Volketswil,8604,Industriestrasse,impo
1,47.38251,8.667621,coop-supermarkt-volketswil-volkiland,Volketswil,8604,Industriestrasse,retail
1,47.38251,8.667621,coop-restaurant-volkiland,Volketswil,8604,Industriestrasse,restaurant
1,47.38251,8.667621,christ-volketswil-christ,Volketswil,8604,Industriestrasse,christ
1,47.38251,8.667621,interdiscount-volketswil-volkiland,Volketswil,8604,Industriestrasse,id
1,47.382535,8.667873,coop-vitality-volketswil-volkiland,Volketswil,8604,Industriestrasse,vitality
5,47.382979,8.669234,coop-bau-hobby-b-h-volketswil,Volketswil,8604,Grabenwisstrasse,bh
11,46.854765,7.24958,coop-supermarkt-schmitten,Schmitten,3185,F.X. Müllerstrasse,retail
1,47.382395,8.67171,pronto-volkiland,Volketswil,8604,Chlirietstrasse,pronto
8,47.204387,7.456296,coop-supermarkt-selzach,Selzach,2545,Dorfstrasse,retail
20,46.296423,7.550092,pronto-sierre-route-de-la-gemmi,Sierre,3960,Route de la Gemmi,pronto
22,47.45632,8.287512,interdiscount-daettwil,Dättwil,5405,Im Langacker,id
12,47.380772,8.682943,pronto-volketswil-brunnenstrasse,Volketswil,8604,Brunnenstrasse,pronto
99,47.408684,8.595585,christ-wallisellen-glatt,Wallisellen,8304,Neue Winterthurerstrasse,christ
,47.225196,8.970162,coop-supermarkt-uznach-linthpark,Uznach,8730,Linth Park,retail
,47.225185,8.970294,take-it-uznach-take-it,Uznach,8730,Linthpark,takeit
499,47.421449,8.549647,pronto-zuerich-seebach,Zürich,8052,Schaffhauserstrasse,pronto
82,47.409487,8.596212,coop-supermarkt-wallisellen-richti-shopping,Wallisellen,8304,Neue Winterthurerstrasse,retail
2,47.437389,8.474877,coop-supermarkt-regensdorf-raegi-maert,Regensdorf,8105,Feldstrasse,retail
69,47.424953,8.537792,coop-supermarkt-zuerich-schwellistrasse,Zürich,8052,Schwellistrasse,retail
2,47.412861,8.592495,coop-vitality-wallisellen-bahnhofplatz,Wallisellen,8304,Bahnhofplatz,vitality
2,47.413048,8.592725,coop-supermarkt-wallisellen-bahnhofplatz,Wallisellen,8304,Bahnhofplatz,retail
42,47.458257,8.32904,coop-vitality-wettingen-taegipark,Wettingen,5430,Jurastrasse,vitality
42,47.458294,8.328935,interdiscount-wettingen,Wettingen,5430,Jurastrasse,id
1,47.442191,8.464947,interdiscount-regensdorf,Regensdorf,8105,Zentrum,id
42-46,47.458746,8.329765,coop-supermarkt-wettingen-taegipark,Wettingen,5430,Jurastrasse,retail
42,47.458746,8.329765,coop-bau-hobby-b-h-wettingen-taegipark,Wettingen,5430,Jurastrasse,bh
42,47.458746,8.329765,coop-restaurant-wettingen-taegipark,Wettingen,5430,Jurastrasse,restaurant
42-46,47.458746,8.329765,impo-wettingen-taegipark-ip,Wettingen,5430,Jurastrasse,impo
15,47.13979,7.377748,coop-supermarkt-bueren,Büren an der Aare,3294,Bernstrasse,retail
11,47.332036,8.81218,pronto-wetzikon,Wetzikon,8623,Hinwilerstrasse,pronto
20,47.423625,8.56178,coop-supermarkt-opfikon-lindbergh-allee,Glattpark Opfikon,8152,Boulevard Lilienthal,retail
285,47.443623,8.465757,pronto-regensdorf,Regensdorf,8105,Adlikerstrasse,pronto
1,47.388774,8.679156,pronto-volketswil-lindenstrasse,Volketswil,8604,Lindenstrasse,pronto
33,47.273637,8.914595,coop-supermarkt-wald-zh,Wald ZH,8636,Bahnhofstrasse,retail
12,47.424349,8.560404,coop-vitality-opfikon,Opfikon,8152,Boulevard Lilienthal,vitality
295,47.444374,8.465241,coop-bau-hobby-b-h-regensdorf,Regensdorf,8105,Adlikerstrasse,bh
3,46.293955,7.534826,coop-restaurant-sierre,Sierre,3960,Avenue Max Huber,restaurant
6,46.293865,7.534877,coop-supermarkt-sierre,Sierre,3960,Avenue Max Huber,retail
7,46.293838,7.53454,coop-vitality-sierre,Sierre,3960,Avenue Max Huber,vitality
151,47.461998,8.336119,pronto-wettingen-landstrasse,Wettingen,5430,Landstrasse,pronto
1,47.412841,8.616825,pronto-dietlikon,Dietlikon,8305,Erlenweg,pronto
10,46.292211,7.532772,pronto-sierre-gare,Sierre,3960,Place de la Gare,pronto
28,47.412769,8.618612,coop-supermarkt-dietlikon-center,Dietlikon,8305,Industriestrasse,retail
28,47.412769,8.618612,coop-restaurant-dietlikon-center,Dietlikon,8305,Industriestrasse,restaurant
160,47.466608,8.291496,pronto-baden,Baden,5400,Mellingerstrasse,pronto
28,47.412895,8.618575,interdiscount-dietlikon-industrie,Dietlikon,8305,Industriestrasse,id
28,47.412923,8.618509,impo-dietlikon-industriestr--ip,Dietlikon,8305,Industriestrasse,impo
28,47.413262,8.618756,coop-vitality-dietlikon,Dietlikon,8305,Industriestrasse,vitality
29,47.429381,8.559039,pronto-glattbrugg,Opfikon-Glattbrugg,8152,Schaffhauserstrasse,pronto
24,46.292546,7.530009,interdiscount-sierre-noes,Sierre,3969,Rue de Plantassage/Centre Manor,id
68,47.428401,8.563697,coop-supermarkt-opfikon,Glattbrugg,8152,Talackerstrasse,retail
25,47.413185,8.62102,livique-dietlikon,Dietlikon,8305,Industriestrasse,livique
4,47.430677,8.559994,coop-supermarkt-glattbrugg-bahnhof,Glattbrugg,8152,Europastrasse,retail
79,47.467246,8.325105,pronto-wettingen-landstrasse-79,Wettingen,5430,Landstrasse,pronto
1,47.200421,7.424622,coop-supermarkt-bettlach,Bettlach,2544,Unterführungsstrasse,retail
,46.124183,7.937078,coop-supermarkt-saas-grund,Saas Grund,3910,Hauptstrasse,retail
2d,46.906007,7.236354,coop-supermarkt-laupen,Laupen,3177,Bahnweg,retail
10,47.457734,8.438245,coop-supermarkt-buchs-zh,Buchs,8107,Zürcherstrasse,retail
43,47.474443,8.213247,coop-supermarkt-windisch-hauserstrasse,Windisch,5200,Hauserstrasse,retail
3,47.394413,7.748671,coop-supermarkt-oberdorf,Oberdorf,4436,Uli Schadweg,retail
124,47.434268,8.567148,coop-supermarkt-glattbrugg,Glattbrugg,8152,Schaffhauserstrasse,retail
70,47.419096,8.624398,pronto-bruettisellen,Brüttisellen,8306,Zürichstrasse,pronto
3,46.815729,7.216606,coop-supermarkt-tafers,Tafers,1712,Thunstrasse,retail
4,47.473762,8.307875,impo-baden-badstrasse-ip,Baden,5400,Badstrasse,impo
9,47.074561,7.305552,interdiscount-lyss,Lyss,3250,Bielstrasse,id
17,46.186209,8.733051,coop-supermarkt-verscio,Verscio,6653,Via Stradon,retail
41,47.421925,8.618656,coop-supermarkt-dietlikon-bahnhofstrasse,Dietlikon,8305,Bahnhofstrasse,retail
16,47.076594,7.306153,pronto-lyss-bahnhof,Lyss,3250,Bahnhofstrasse,pronto
2,47.072749,7.302594,coop-supermarkt-lyss-stigli,Lyss,3250,Beundengasse,retail
2,47.072749,7.302594,coop-restaurant-lyss-stigli,Lyss,3250,Beundengasse,restaurant
2,47.072749,7.302594,coop-vitality-lyss,Lyss,3250,Beundengasse,vitality
7,47.09953,7.320941,coop-supermarkt-busswil,Busswil b. Büren,3292,Bahnhofstrasse,retail
28,47.475779,8.307696,coop-supermarkt-city-baden-food,Baden,5401,Bahnhofstrasse,retail
28,47.475779,8.307696,coop-city-city-baden,Baden,5401,Bahnhofstrasse,city
28,47.475779,8.307696,coop-restaurant-baden,Baden,5401,Bahnhofstrasse,restaurant
28,47.475797,8.307603,impo-baden-bahnhofstrasse-city-ip,Baden,5400,Bahnhofstrasse,impo
109,47.193959,7.404447,pronto-grenchen,Grenchen,2540,Solothurnstrasse,pronto
30,47.077392,7.303847,pronto-lyss,Lyss,3250,Bielstrasse,pronto
6,46.311753,7.48306,coop-supermarkt-crans-montana,Crans-Montana,3963,Route de Clovelli,retail
5,47.476426,8.306499,coop-vitality-baden,Baden,5400,Langhaus,vitality
5,47.476426,8.306499,interdiscount-baden-west,Baden,5400,Langhaus,id
5,47.476426,8.306499,coop-to-go-baden-bahnhof-to-go,Baden,5400,Langhaus,togo
5,47.476404,8.307109,coop-supermarkt-baden-bahnhof,Baden,5400,Langhaus,retail
15,46.761984,7.208907,coop-supermarkt-giffers,Giffers,1735,Dorfstrasse,retail
53,47.050669,7.283146,pronto-aarberg,Aarberg,3270,Leimernweg,pronto
20,47.192382,7.397349,impo-grenchen-ip,Grenchen,2540,Solothurnerstrasse,impo
20,47.192373,7.397296,coop-supermarkt-grenchen,Grenchen,2540,Solothurnstrasse,retail
2,47.192373,7.397296,coop-restaurant-grenchen,Grenchen,2540,Bachstrasse,restaurant
14,47.481232,8.210944,coop-supermarkt-windisch-bahnhof,Windisch,5210,Bahnhofstrasse,retail
8,47.192697,7.397045,coop-vitality-grenchen,Grenchen,2540,Bettlachstr.,vitality
6A,47.481552,8.211386,coop-supermarkt-brugg-campus,Windisch,5210,Bahnhofstrasse,retail
4,47.481765,8.210554,coop-to-go-brugg-bahnhof-to-go,Brugg,5200,Bahnhofplatz,togo
2,47.481904,8.208565,interdiscount-brugg-neumarkt-center,Brugg,5200,Neumarkt,id
8/10,47.368913,8.782066,coop-supermarkt-pfaeffikon-zh,Pfäffikon,8330,Turmstrasse,retail
11,47.042456,7.276433,coop-supermarkt-aarberg,Aarberg,3270,Bahnhofstrasse,retail
11,47.042456,7.276433,coop-restaurant-aarberg,Aarberg,3270,Bahnhofstrasse,restaurant
11,47.04251,7.276341,impo-aarberg-ip,Aarberg,3270,Bahnhofstrasse,impo
20,47.482268,8.209261,coop-supermarkt-brugg-neumarkt,Brugg,5200,Alte Zürcherstrasse,retail
7,47.482542,8.208641,interdiscount-brugg-neumarktplatz,Brugg,5200,Neumarktplatz,id
9,47.193677,7.396095,interdiscount-grenchen,Grenchen,2540,Marktplatz,id
8,47.482727,8.207927,impo-brugg-ip,Brugg,5200,Neumarktplatz,impo
62,47.483364,8.241293,pronto-gebenstorf,Gebenstorf,5412,Landstrasse,pronto
128,47.483423,8.192254,pronto-umiken,Umiken,5222,Baslerstrasse,pronto
17,47.335205,8.855162,coop-supermarkt-baeretswil,Bäretswil,8344,Gupfstrasse,retail
24,46.282359,7.51123,christ-sierre-manor-christ,Sierre,3960,Rue de Plantassage,christ
,46.281035,7.512734,coop-supermarkt-sierre-rossfeld,Sierre,3960,Route des Lacustres,retail
115,46.28074,7.510631,pronto-sierre-route-de-sion,Sierre,3960,Route de Sion,pronto
115,46.280767,7.510566,livique-sierre,Sierre,3960,Route de Sion,livique
115,46.280578,7.509982,coop-bau-hobby-b-l-sierre,Sierre,3960,Route de Sion,bh
1,47.386846,8.755034,coop-supermarkt-fehraltorf,Fehraltorf,8320,Grundstrasse,retail
,47.450265,8.561242,interdiscount-zuerich-flughafen,Zürich-Flughafen,8060,Airport Shopping,id
4,46.307638,7.467844,coop-supermarkt-crans-sur-sierre,Crans,3963,Rue du Pas de l'Ours,retail
,47.450213,8.562832,pronto-zuerich-flughafen,Kloten,8060,Airport Shopping,pronto
166,47.487953,8.288813,pronto-nussbaumen,Nussbaumen,5415,Landstrasse,pronto
41,46.10767,7.926231,coop-supermarkt-saas-fee,Saas Fee,3906,Untere Dorfstrasse,retail
,47.489481,8.245047,coop-supermarkt-gebenstorf,Gebenstorf,5412,Geeligstrasse,retail
,47.450719,8.562617,coop-supermarkt-zuerich-flughafen,Zürich Flughafen,8058,Flughafen Zürich,retail
,47.450719,8.562617,christ-zuerich-flughafen-christ,Zürich-Flughafen,8060,Flughafen Zürich,christ
,47.450719,8.562617,marche-marche-airport-zuerich,Zürich-Flughafen,8060,Postfach 2422,marche
,47.450719,8.562617,marche-marche-bistro-airport-zuerich,Zürich Flughafen,8060,Postfach 2422,marche
25,47.233361,9.020363,coop-supermarkt-gommiswald,Gommiswald,8737,Rickenstrasse,retail
27,47.488596,8.291889,coop-supermarkt-nussbaumen,Nussbaumen bei Baden,5415,Kirchweg,retail
2,47.181906,7.366526,coop-supermarkt-lengnau,Lengnau,2543,Bürenstrasse,retail
35,47.463182,8.526285,coop-supermarkt-ruemlang-riedmatt,Rümlang,8153,Oberglatterstrasse,retail
35,47.463377,8.525706,coop-bau-hobby-ruemlang-riedmatt-b-h,Rümlang,8153,Oberglattstrasse,bh
44,46.850165,7.190831,coop-supermarkt-duedingen,Düdingen,3186,Hauptstrasse,retail
6b,47.112982,7.301016,coop-supermarkt-studen,Studen,2557,Wydenpark,retail
146,47.453157,8.580956,coop-supermarkt-kloten-center,Kloten,8302,Schaffhauserstrasse,retail
113,47.450406,8.597062,pronto-kloten,Kloten,8302,Bassersdorferstrasse,pronto
17,47.49435,8.340871,coop-supermarkt-ehrendingen,Ehrendingen,5420,Dorfstrasse,retail
32,47.442603,8.631127,coop-supermarkt-bassersdorf,Bassersdorf,8303,Breitistrasse,retail
134,46.475656,7.284522,interdiscount-gstaad,Gstaad,3780,Hauptstrasse,id
20,46.476554,7.283387,coop-restaurant-gstaad,Gstaad,3780,Untergstaadstrasse,restaurant
20,46.476554,7.283374,coop-supermarkt-gstaad,Gstaad,3780,Untergstaadstrasse,retail
2,46.816419,9.266993,pronto-laax,Laax,7031,Via Uletsch,pronto
10,47.428383,8.684758,coop-supermarkt-effretikon-effimaert,Effretikon,8307,Haldenstrasse,retail
16,47.426791,8.692223,coop-supermarkt-effretikon-watt,Effretikon,8307,Illnauerstrasse,retail
60D,47.501966,8.255111,coop-supermarkt-untersiggenthal,Untersiggenthal,5417,Dorfstrasse,retail
8,46.810618,7.17736,pronto-fribourg-route-de-tavel,Fribourg-Schönberg,1700,Route de Tavel,pronto
9,47.483574,8.466156,pronto-dielsdorf-center,Dielsdorf,8157,Niederhaslistrasse,pronto
30,46.167281,8.762475,coop-supermarkt-losone-mezzana,Losone,6616,Via Mezzana,retail
5,47.484297,8.465799,coop-restaurant-dielsdorf,Dielsdorf,8157,Niederhaslistrasse,restaurant
5,47.484297,8.465799,christ-dielsdorf-christ,Dielsdorf,8157,Niederhaslistr.,christ
5,47.484297,8.465799,impo-dielsdorf-cd-center-ip,Dielsdorf,8157,Niederhaslistr.,impo
5,47.484369,8.465787,coop-supermarkt-dielsdorf,Dielsdorf,8157,Niederhaslistrasse,retail
5,46.808936,7.173739,coop-supermarkt-fribourg-schoenberg,Fribourg,1700,Route Mon Repos,retail
1,46.164699,8.768588,coop-supermarkt-losone-ipermercato-cattori,Losone,6616,Via Emmaus,retail
1,46.164699,8.768588,coop-restaurant-losone-i--cattori-ristorante,Losone,6616,Via Emmaus,restaurant
1,46.164699,8.768588,take-it-losone-i--cattori-take-it,Losone,6616,Via Emmaus,takeit
1,46.164751,8.768745,interdiscount-losone,Losone,6616,Via Emmaus,id
2,46.169293,8.781041,coop-supermarkt-locarno-solduno,Solduno,6604,Via del Passetto,retail
104,46.165077,8.773142,pronto-losone,Losone,6616,Via Locarno,pronto
3,47.464929,7.851711,coop-supermarkt-gelterkinden,Gelterkinden,4460,Allmend,retail
80,46.833913,9.28142,coop-supermarkt-flims-stenna,Flims,7017,Via Nova,retail
24,47.465082,7.846778,pronto-gelterkinden,Gelterkinden,4460,Sissacherstrasse,pronto
15,46.773592,7.161998,pronto-marly,Marly,1723,Route de la Gruyère,pronto
47,46.835836,9.283793,coop-vitality-apotheke---drogerie-flims,Flims Dorf,7017,Via Nova,vitality
28,46.169139,8.794673,coop-supermarkt-locarno-piazza-grande,Locarno,6600,Piazza Grande,retail
4,46.17188,8.80097,interdiscount-muralto,Muralto,6600,Piazza Stazione,id
6,46.972416,7.193473,coop-supermarkt-kerzers,Kerzers,3210,Gerbeackerstrasse,retail
,46.174881,8.812416,coop-supermarkt-minusio,Minusio,6648,Via Municipio,retail
1,46.15565,8.771475,coop-supermarkt-ascona,Ascona,6612,Via Buonamano,retail
2,47.49123,8.5039,coop-supermarkt-niederglatt,Niederglatt,8172,Sägereistrasse,retail
58,46.176322,8.821907,pronto-minusio,Minusio,6648,Via Rinaldo Simen,pronto
20,46.804428,7.154425,christ-fribourg-rue-de-romont-chr-,Fribourg,1701,Rue de Romont,christ
48,47.463476,7.813662,coop-supermarkt-sissach,Sissach,4450,Hauptstrasse,retail
4,46.819836,7.153754,interdiscount-granges-paccot,Granges-Paccot,1763,Route d'Agy,id
12,46.803245,7.152571,coop-city-city-fribourg,Fribourg,1701,Avenue de la Gare,city
10,46.803245,7.152571,christ-fribourg-av--de-la-gare,Fribourg,1700,Avenue de la Gare,christ
12,46.803236,7.152545,coop-restaurant-fribourg,Fribourg,1701,Avenue de la Gare,restaurant
14,46.803236,7.152545,take-it-fribourg-city-take-it-neu,Fribourg,1701,Avenue de la Gare,takeit
1,46.820824,7.153081,coop-supermarkt-granges-paccot,Granges-Paccot,1763,Route d'Agy,retail
1,46.820824,7.153081,coop-restaurant-granges-paccot,Granges-Paccot,1763,Route d'Agy,restaurant
1,46.820787,7.153029,coop-vitality-fribourg,Granges-Paccot,1763,Route d'Agy,vitality
12,46.803055,7.152179,coop-supermarkt-city-fribourg-food,Fribourg,1701,Avenue de la Gare,retail
10,46.802929,7.151957,interdiscount-fribourg-c--c-,Fribourg,1700,Rue de la gare,id
12,46.802938,7.151905,impo-fribourg-cc-ip,Fribourg,1701,Avenue de la Gare,impo
9,47.393687,7.620413,coop-supermarkt-nunningen,Nunningen,4208,Bretzwilerstrasse,retail
,46.803089,7.151118,sapori-ditalia-fribourg-gare-sapori,Fribourg,1700,Gare de Fribourg,sapori
,46.803089,7.151118,coop-to-go-fribourg-gare-to-go,Fribourg,1700,Gare de Fribourg,togo
15,46.780148,7.150337,coop-supermarkt-marly,Marly,1723,Route de Fribourg,retail
1,46.794712,7.150259,pronto-fribourg,Fribourg,1700,Rte St-Nicolas-de-Flüe,pronto
4,46.80341,7.150042,coop-supermarkt-fribourg-gare,Fribourg,1700,Rue Louis-d'Affry,retail
37,47.50902,8.019161,interdiscount-frick,Frick,5070,Hauptstrasse,id
37,47.509028,8.019214,coop-supermarkt-frick,Frick,5070,Hauptstrasse,retail
37,47.509028,8.019214,coop-restaurant-frick,Frick,5070,Hauptstrasse,restaurant
37,47.509038,8.019161,coop-vitality-frick,Frick,5070,Hauptstrasse,vitality
4,47.509983,8.018919,coop-bau-hobby-b-h-frick,Frick,5070,Grubenstrasse,bh
24 C,47.161815,7.29402,interdiscount-biel-boujean,Biel,2504,Zürichstrasse,id
24C,47.162013,7.294125,coop-supermarkt-biel-boujean,Biel,2504,Zürichstrasse,retail
24C,47.162013,7.294125,coop-restaurant-biel-boujean,Biel,2504,Zürichstrasse,restaurant
,47.448976,8.699469,marche-marche-kemptthal,Kemptthal,8310,A1,marche
15,47.510926,8.017336,pronto-frick,Frick,5070,Hauptstrasse,pronto
8,47.46658,7.802039,interdiscount-sissach,Sissach,4450,Gewerbestrasse,id
8,47.466589,7.802052,coop-bau-hobby-b-h-sissach,Sissach,4450,Gewerbestrasse,bh
7,47.524788,8.244387,coop-supermarkt-wuerenlingen-aarepark,Würenlingen,5303,Kuhgässli,retail
7,47.524834,8.244308,coop-restaurant-wuerenlingen-aarepark,Würenlingen,5303,Kuhgässli,restaurant
2,46.809458,7.144206,coop-supermarkt-fribourg-jura,Fribourg,1700,Route du Champ des Fontaines,retail
1,46.827802,7.145154,pronto-granges-paccot,Granges-Paccot,1763,Rte de la Chenevière,pronto
7,47.525273,8.244541,interdiscount-wuerenlingen-siggenthal,Würenlingen,5303,Kuhgässlistrasse,id
7,47.525309,8.244502,impo-wuerenlingen-aarepark-ip,Würenlingen,5303,Kuhgässlistrasse,impo
,47.449961,8.701494,pronto-kemptthal-raststaette,Kemptthal,8310,Autobahnraststätte A1,pronto
7,47.525516,8.244438,coop-vitality-wuerenlingen-im-aarepark,Würenlingen,5303,Kuhgässli,vitality
23,47.526229,8.242909,pronto-wuerenlingen-aarepark,Würenlingen,5303,Industriestrasse,pronto
23,47.526247,8.242909,coop-bau-hobby-b-h-wuerenlingen,Würenlingen,5303,Industriestrasse,bh
139,47.143419,7.272278,coop-supermarkt-biel-mett,Biel,2504,Mettstrasse,retail
43a,47.149577,7.276438,pronto-biel-laengfeldweg,Biel-Mett,2504,Längfeldweg,pronto
142,47.161605,7.28409,lumimart-biel,Biel,2504,Solothurnstrasse,lumimart
81,47.126699,7.255487,coop-supermarkt-biel-moserstrasse,Biel,2503,A. Moser-Strasse,retail
27,47.15474,7.276225,coop-supermarkt-biel-boezingen,Biel,2504,Eisfeldstrasse,retail
132,47.160638,7.280968,pronto-biel-solothurnstrasse,Biel,2504,Solothurnstrasse,pronto
71,47.129244,7.255676,pronto-biel-brueggstrasse,Biel,2503,Brüggstrasse,pronto
4,47.453797,7.736791,coop-supermarkt-bubendorf,Bubendorf,4416,Gewerbestrasse,retail
4,47.453797,7.736791,coop-restaurant-bubendorf,Bubendorf,4416,Gewerbestrasse,restaurant
8,46.174781,8.855437,impo-tenero-centro-ip,Tenero,6598,Via Brere,impo
8,46.174772,8.855475,coop-vitality-tenero,Tenero,6598,Via Brere,vitality
8,46.174772,8.855488,interdiscount-tenero-xxl,Tenero,6598,Via Brere,id
8,46.174745,8.855501,coop-supermarkt-tenero,Tenero,6598,Via Brere,retail
8,46.174745,8.855501,coop-bau-hobby-e-h-tenero,Tenero,6598,Via Brére,bh
8,46.174745,8.855501,coop-restaurant-tenero,Tenero,6598,Via Brére,restaurant
3,46.727328,7.136949,coop-supermarkt-treyvaux,Treyvaux,1733,Route d'Arconciel,retail
,46.619729,7.160644,coop-supermarkt-charmey,Charmey,1637,Le Plan,retail
20,46.698011,7.140211,coop-supermarkt-la-roche,La Roche,1634,Route de Fribourg,retail
1,46.296488,7.396563,coop-supermarkt-anzere,Anzère,1972,Rue du Nord,retail
49,47.119176,7.243152,pronto-port,Port,2562,Allmendstrasse,pronto
6,47.505857,8.541136,coop-vitality-bachenbuelach,Bachenbülach,8184,Grabenstrasse,vitality
2,47.506082,8.541114,interdiscount-bachenbuelach,Bachenbülach,8184,Grabenstrasse,id
6,47.506121,8.541831,coop-supermarkt-bachenbuelach,Bachenbülach,8184,Grabenstrasse,retail
6,47.506121,8.541831,coop-restaurant-bachenbuelach,Bachenbülach,8184,Grabenstrasse,restaurant
6,47.506402,8.540656,pronto-bachenbuelach,Bachenbülach,8184,Grabenstrasse,pronto
1,46.797964,7.124751,impo-villars-sur-glane-ip,Villars-sur-Glâne,1752,Route de Moncor,impo
1,46.797964,7.124751,christ-villars-christ,Villars-sur-Glâne,1752,Route de Moncor,christ
31,47.130395,7.244205,coop-bau-hobby-b-h-biel-bahnhof,Biel,2503,Salzhausstrasse,bh
4-6,47.124784,7.23989,coop-supermarkt-nidau,Nidau,2560,Schulgasse,retail
31,47.130241,7.243863,coop-vitality-biel-centre-bahnhof,Biel,2503,Salzhausstrasse,vitality
31,47.130196,7.24381,impo-biel-bahnhof-ip,Biel,2500,Salzhausstrasse,impo
31,47.129917,7.243574,livique-biel-salzhaus,Biel,2503,Salzhausstrasse,livique
31,47.130241,7.243771,coop-supermarkt-biel-bahnhof,Biel,2503,Salzhausstrasse,retail
31,47.130241,7.243771,coop-restaurant-biel-bahnhof,Biel,2503,Salzhausstrasse,restaurant
1,46.798069,7.123807,coop-supermarkt-villars-sur-glane,Villars-sur-Glâne,1752,Route de Moncor,retail
1,46.798069,7.123807,coop-restaurant-villars-sur-glane,Villars-sur-Glâne,1752,Route de Moncor,restaurant
1,46.797997,7.123742,interdiscount-villars-sur-glane-centre,Villars-sur-Glâne,1752,Route de moncor,id
88,47.507331,8.541272,coop-bau-hobby-b-h-buelach,Bülach,8180,Feldstrasse,bh
31,47.130474,7.242913,interdiscount-biel-salzhaus,Biel,2502,Salzhausstrasse,id
40,46.175056,7.573424,coop-supermarkt-grimentz,Grimentz,3961,Route de Moiry,retail
60,47.280077,7.389655,pronto-moutier,Moutier,2740,Rue de Soleure,pronto
12,47.134137,7.244086,interdiscount-biel-bahnhofstrasse,Biel,2502,Bahnhofstrasse,id
39,47.138108,7.246906,impo-biel-ip,Biel,2502,Nidaugasse,impo
4,47.132983,7.242983,coop-supermarkt-biel-sbb,Biel,2502,Bahnhofsplatz,retail
1,47.1331,7.242983,pronto-biel-bahnhofspassage,Biel,2503,Robert-Walser-Platz,pronto
4,47.133028,7.242917,pronto-biel-bahnhof,Biel,2500,Bahnhofplatz,pronto
61,47.071713,7.201801,coop-supermarkt-taeuffelen,Täuffelen,2575,Hauptstrasse,retail
35,47.138621,7.247049,coop-supermarkt-biel-nidaugasse,Biel,2502,Nidaugasse,retail
35,47.138621,7.247049,coop-restaurant-biel-nidaugasse,Biel,2502,Nidaugasse,restaurant
35,47.138621,7.247049,take-it-biel-nidaugasse-take-it,Biel,2502,Nidaugasse,takeit
9,47.139808,7.246913,coop-supermarkt-city-biel---bienne-food,Biel-Bienne,2503,Dufourstrasse,retail
9,47.139808,7.246913,coop-city-city-biel,Biel-Bienne,2503,Dufourstrasse,city
9,47.139808,7.246913,impo-biel-cc-ip,Biel,2503,Dufourstrasse,impo
9,47.140465,7.247161,interdiscount-biel-collegegasse,Biel,2502,Collègegasse,id
48,46.937338,7.141667,pronto-murten,Murten,3280,Löwenberg,pronto
11,47.13969,7.246057,christ-biel-nidaugasse-christ,Biel,2502,Nidaugasse,christ
52,47.472941,7.758692,coop-supermarkt-lausen,Lausen,4415,Brühlstrasse,retail
36,47.472617,7.755387,pronto-lausen,Lausen,4415,Hauptstrasse,pronto
64,46.174961,8.891601,coop-supermarkt-riazzino-py,Riazzino,6595,Via Cantonale,retail
,46.252789,9.022742,coop-supermarkt-claro,Claro,6702,Via Municipio,retail
16,47.277494,7.368815,coop-supermarkt-moutier,Moutier,2740,Rue Industrielle,retail
1,47.390846,7.538672,coop-supermarkt-breitenbach,Breitenbach,4226,Neumattstrasse,retail
14,46.929774,7.121671,interdiscount-murten,Murten,3280,Bernstrasse,id
138,47.51107,8.594188,coop-supermarkt-embrach,Embrach,8424,Dorfstrasse,retail
8A,47.456453,8.773877,coop-supermarkt-kollbrunn,Kollbrunn,8483,Dorfstrasse,retail
288,47.482638,8.702548,coop-bau-hobby-b-h-winterthur-toess,Winterthur,8406,Zürcherstrasse,bh
