Rubrik,Name,Bank,Vorname,Strasse + Nr,PLZ,Ort,Telefon 1
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,rue de Romont 24,1700,Fribourg,0848 35 23 52
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,route de Tavel 2,1700,Fribourg,0848 35 23 52
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,boulevard de Pérolles 1,1700,Fribourg,0848 35 23 52
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,place de Notre-Dame 2,1700,Fribourg,0848 35 23 52
Spital: HFR Freiburg - Kantonsspital: Diverses:,Freiburger Kantonalbank,Freiburger Kantonalbank,,,1708,Fribourg,0848 35 23 52
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Widenpl. 12,5070,Frick,* 062 871 68 78
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Widenpl. 12,5070,Frick,* 062 871 68 78
,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Mühlerainstr. 17,4414,Füllinsdorf,* 061 925 94 94
Bank Sparkasse:,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Gemeindehauspl. 3,8214,Gächlingen,052 533 34 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Gemeindehauspl. 3,8214,Gächlingen,052 533 34 00
Bank Sparkasse:,Kantonalbank,Kantonalbank,,Bahnhofstr.,3945,Gampel,* 0848 95 29 52
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,Bahnhofstr.,3945,Gampel,* 0848 95 29 52
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Gasenzenstr. 4,9473,Gams,081 771 11 41
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Gasenzenstr. 4,9473,Gams,081 771 11 41
,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Poststr. 2,4460,Gelterkinden,* 061 925 94 94
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Poststr. 2,6442,Gersau,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Poststr. 2,6442,Gersau,* 058 800 20 20
Bank Sparkasse:,Obwaldner Kantonalbank (OKB),Obwaldner Kantonalbank (OKB),,Brünigstr. 42,6074,Giswil,* 041 666 22 11
Bank Sparkasse:,Glarner Kantonalbank,Glarner Kantonalbank,,Hauptstr. 21,8750,Glarus,* 0844 77 37 73
,Glarner Kantonalbank,Glarner Kantonalbank,,Hauptstr. 21,8750,Glarus,* 0844 77 37 73
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Hauptstr. 17,9403,Goldach,* 071 844 28 28
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Hauptstr. 17,9403,Goldach,* 071 844 28 28
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Parkstr. 3,6410,Goldau,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Parkstr. 3,6410,Goldau,* 058 800 20 20
Bank Sparkasse:,Urner Kantonalbank,Urner Kantonalbank,,Bahnhofpl. 1,6487,Göschenen,* 041 875 60 00
,Urner Kantonalbank,Urner Kantonalbank,,Bahnhofpl. 1,6487,Göschenen,* 041 875 60 00
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,St. Gallerstr. 73,9200,Gossau SG,* 071 385 20 20
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,St. Gallerstr. 73,9200,Gossau SG,* 071 385 20 20
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zentrum Büelgass,8625,Gossau ZH,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Zentrum Büelgass,8625,Gossau ZH,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Zentrum Büelgass,8625,Gossau ZH,* 0844 84 38 23
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,,3925,Grächen,027 956 27 00
,Walliser Kantonalbank,Walliser Kantonalbank,,,3925,Grächen,027 956 27 00
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Lindenpl. 2,5722,Gränichen,* 062 855 50 80
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Lindenpl. 2,5722,Gränichen,* 062 855 50 80
Lindenzentrum:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Lindenpl. 2,5722,Gränichen,* 062 855 50 80
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Stedtligass 2,8627,Grüningen,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Stedtligass 2,8627,Grüningen,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Stedtligass 2,8627,Grüningen,* 0844 84 38 23
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Landstrass 8,7214,Grüsch,081 325 15 18
,Appenzeller Kantonalbank,Appenzeller Kantonalbank,,Dorfstr. 36,9054,Haslen AI,071 333 42 42
Bank Sparkasse:,Appenzeller Kantonalbank,Appenzeller Kantonalbank,,Dorfstr. 36,9054,Haslen AI,071 333 42 42
,Kantonalbank Appenzeller,Appenzeller Kantonalbank,,Dorfstr. 36,9054,Haslen AI,071 333 42 42
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Ebertswilerstr. 1,8915,Hausen am Albis,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Ebertswilerstr. 1,8915,Hausen am Albis,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Ebertswilerstr. 1,8915,Hausen am Albis,* 0844 84 38 23
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Auerstr. 2,9435,Heerbrugg,071 722 55 55
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Auerstr. 2,9435,Heerbrugg,071 722 55 55
Bank Sparkasse:,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Seestr. 25,6052,Hergiswil NW,041 619 22 22
,Kantonalbank Nidwalden,Kantonalbank Nidwalden,,Seestr. 25,6052,Hergiswil NW,041 619 22 22
,Nidwaldner Kantonalbank,Nidwaldner Kantonalbank,,Seestr. 25,6052,Hergiswil NW,041 619 22 22
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Kasernenstr. 5,9100,Herisau,071 354 85 11
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Kasernenstr. 5,9100,Herisau,071 354 85 11
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Dürntnerstr. 9,8340,Hinwil,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Dürntnerstr. 9,8340,Hinwil,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Dürntnerstr. 9,8340,Hinwil,* 0844 84 38 23
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Luzernerstr. 8,6285,Hitzkirch,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Luzernerstr. 8,6285,Hitzkirch,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Luzernerstr. 8,6285,Hitzkirch,* 0844 82 28 11
,Pensionskasse der Luzerner Kantonalbank Liegenschaftsverw,Pensionskasse der Luzerner Kantonalbank Liegenschaftsverw,,Heglerstr. 7A,6285,Hitzkirch,* 041 917 07 69
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Brauipl. 2,6280,Hochdorf,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Brauipl. 2,6280,Hochdorf,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Brauipl. 2,6280,Hochdorf,* 0844 82 28 11
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Grüningerstr. 12,8634,Hombrechtikon,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Grüningerstr. 12,8634,Hombrechtikon,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Grüningerstr. 12,8634,Hombrechtikon,* 0844 84 38 23
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Seestr. 150,8810,Horgen,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Seestr. 150,8810,Horgen,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Seestr. 150,8810,Horgen,* 0844 84 38 23
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Bahnhofpl. 2,9326,Horn,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Bahnhofpl. 2,9326,Horn,* 0848 11 14 44
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Gemeindehauspl. 3,6048,Horw,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Gemeindehauspl. 3,6048,Horw,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Gemeindehauspl. 3,6048,Horw,* 0844 82 28 11
,Graubündner Kantonalbank,Graubündner Kantonalbank,,,7206,Igis,* 081 300 04 10
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via Centrala 4,7130,Ilanz,* 081 926 21 21
,Zürcher Kantonalbank,Zürcher Kantonalbank,,,8308,Illnau,* 051 223 14 27
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Hauptstr. 80,7233,Jenaz,081 332 31 51
Bank Sparkasse:,Obwaldner Kantonalbank (OKB),Obwaldner Kantonalbank (OKB),,Sarnerstr. 2,6064,Kerns,* 041 666 22 11
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,Bahnhofstr. 2,3210,Kerzers,0848 35 23 52
,Walliser Kantonalbank,Walliser Kantonalbank,,Hauptstr. 33,3917,Kippel,* 027 939 11 80
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Alte Bahnhofstr. 6,7250,Klosters,* 081 410 26 26
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 10,8302,Kloten,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Bahnhofstr. 10,8302,Kloten,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 10,8302,Kloten,* 0844 84 38 23
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Hauptstr. 39,8280,Kreuzlingen,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Hauptstr. 39,8280,Kreuzlingen,* 0848 11 14 44
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Schachenstr. 6,6010,Kriens,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Schachenstr. 6,6010,Kriens,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Schachenstr. 6,6010,Kriens,* 0844 82 28 11
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Hauptstrass 11,7240,Küblis,081 332 11 14
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Obere Wiltisgasse 48,8700,Küsnacht ZH,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Obere Wiltisgasse 48,8700,Küsnacht ZH,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Dorfstr. 7,8700,Küsnacht ZH,* 044 910 00 72
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Obere Wiltisgasse 48,8700,Küsnacht ZH,* 0844 84 38 23
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 8,6403,Küssnacht am Rigi,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 8,6403,Küssnacht am Rigi,* 058 800 20 20
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Mittlere Bahnhofstr. 5,8853,Lachen SZ,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Mittlere Bahnhofstr. 5,8853,Lachen SZ,* 058 800 20 20
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Bahnhofstr. 34,7302,Landquart,* 081 307 43 43
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Neue Dorfstr. 24,8135,Langnau am Albis,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Neue Dorfstr. 24,8135,Langnau am Albis,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Neue Dorfstr. 24,8135,Langnau am Albis,* 0844 84 38 23
,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Bahnhofstr. 6,4242,Laufen,* 061 925 94 94
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Bahnhofstr. 8,5080,Laufenburg,* 062 874 42 62
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Bahnhofstr. 8,5080,Laufenburg,* 062 874 42 62
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Poststr. 2,5600,Lenzburg,* 062 888 50 60
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Poststr. 2,5600,Lenzburg,* 062 888 50 60
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Voa Principala 58,7078,Lenzerheide/Lai,* 081 385 23 23
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,Dorfpl. 1,3954,Leukerbad,* 0848 95 29 52
,Walliser Kantonalbank,Walliser Kantonalbank,,Dorfpl. 1,3954,Leukerbad,* 0848 95 29 52
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Rheinstr. 7,4410,Liestal,* 061 925 94 94
Bank Sparkasse:,Glarner Kantonalbank,Glarner Kantonalbank,,Sändlistr. 14,8783,Linthal,* 0844 77 37 73
,Glarner Kantonalbank,Glarner Kantonalbank,,Sändlistr. 14,8783,Linthal,* 0844 77 37 73
Bank Sparkasse:,Obwaldner Kantonalbank (OKB),Obwaldner Kantonalbank (OKB),,Brünigstr. 85,6078,Lungern,* 041 666 22 11
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Flachsacherstr. 15,5242,Lupfig,* 056 464 20 80
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Flachsacherstr. 15,5242,Lupfig,* 056 464 20 80
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Pilatusstr. 12,6003,Luzern,* 0844 82 28 11
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Fanghöfli 6,6014,Luzern,* 0844 82 28 11
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Zürichstr. 12,6004,Luzern,* 0844 82 28 11
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Langensandstr. 23,6005,Luzern,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Fanghöfli 6,6014,Luzern,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Pilatusstr. 12,6003,Luzern,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Zürichstr. 12,6004,Luzern,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Langensandstr. 23,6005,Luzern,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Pilatusstr. 12,6003,Luzern,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Langensandstr. 23,6005,Luzern,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Zürichstr. 12,6004,Luzern,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Fanghöfli 6,6014,Luzern,* 0844 82 28 11
,Mövenpick Restaurant Kantonalbank,Mövenpick Restaurant Kantonalbank,,Pilatusstr. 14,6003,Luzern,* 041 210 62 50
Parkhaus:,Parkhaus Luzerner Kantonalbank AG,Parkhaus Luzerner Kantonalbank,,Hirschmattstr.,6003,Luzern,* 041 206 20 03
Restaurant:,Mövenpick Restaurant Kantonalbank,Mövenpick Restaurant Kantonalbank,,Pilatusstr. 14,6003,Luzern,* 041 210 62 50
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Adlerstr. 2,4312,Magden,* 061 843 73 00
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Adlerstr. 2,4312,Magden,* 061 843 73 00
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Törliweg 1,7304,Maienfeld,081 300 47 67
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Kronengasse 4,7208,Malans GR,* 081 322 50 28
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Kugelgasse 21,8708,Männedorf,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Kugelgasse 21,8708,Männedorf,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Kugelgasse 21,8708,Männedorf,* 0844 84 38 23
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Stationsstrass 2,8460,Marthalen,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Stationsstrass 2,8460,Marthalen,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Stationsstrass 2,8460,Marthalen,* 0844 84 38 23
Bank Sparkasse:,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hauptstr. 52,6045,Meggen,* 0844 82 28 11
,"Kantonalbank AG, Luzerner",Luzerner Kantonalbank,,Hauptstr. 52,6045,Meggen,* 0844 82 28 11
,Luzerner Kantonalbank AG,Luzerner Kantonalbank,,Hauptstr. 52,6045,Meggen,* 0844 82 28 11
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 25,8706,Meilen,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Bahnhofstr. 25,8706,Meilen,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 25,8706,Meilen,* 0844 84 38 23
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Lenzburgerstr. 19,5507,Mellingen,* 056 491 90 00
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Lenzburgerstr. 19,5507,Mellingen,* 056 491 90 00
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 23,8887,Mels,* 081 723 01 81
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Bahnhofstr. 23,8887,Mels,* 081 723 01 81
Bank Sparkasse:,Zuger Kantonalbank,Zuger Kantonalbank,,Höhenweg 1,6313,Menzingen,041 709 11 11
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Hauptstr. 13,4313,Möhlin,* 061 853 73 00
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Hauptstr. 13,4313,Möhlin,* 061 853 73 00
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Stöckackerstr. 6,4142,Münchenstein,* 061 925 94 94
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Im Zentrum 2,9542,Münchwilen TG,* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Im Zentrum 2,9542,Münchwilen TG,* 0848 11 14 44
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Schachenmattli 2,6436,Muotathal,* 058 800 20 20
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Schachenmattli 2,6436,Muotathal,* 058 800 20 20
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Seetalstr. 7,5630,Muri AG,* 056 675 80 80
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Seetalstr. 7,5630,Muri AG,* 056 675 80 80
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,Hauptgasse 18,3280,Murten,0848 35 23 52
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,St. Jakob-Strasse 2,4132,Muttenz,* 061 925 94 94
Bank Sparkasse:,Glarner Kantonalbank,Glarner Kantonalbank,,Bahnhofstr. 39,8752,Näfels,* 0844 77 37 73
,Glarner Kantonalbank,Glarner Kantonalbank,,Bahnhofstr. 39,8752,Näfels,* 0844 77 37 73
Bank Sparkasse:,Walliser Kantonalbank,Walliser Kantonalbank,,Bahnhofstr. 8,3904,Naters,* 0848 95 29 52
,Walliser Kantonalbank,Walliser Kantonalbank,,Bahnhofstr. 8,3904,Naters,* 0848 95 29 52
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Hauptstr. 2,9650,Nesslau,* 071 994 14 22
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Hauptstr. 2,9650,Nesslau,* 071 994 14 22
Bank Sparkasse:,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Wildenstr. 6,8212,Neuhausen am Rheinfall,* 052 675 30 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Wildenstr. 6,8212,Neuhausen am Rheinfall,* 052 675 30 00
,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Wildenstr. 6,8212,Neuhausen am Rheinfall,* 052 675 30 00
Bank Sparkasse:,Zuger Kantonalbank,Zuger Kantonalbank,,Dorfstr. 1,6345,Neuheim,041 709 11 11
Bank Sparkasse:,Thurgauer Kantonalbank,Thurgauer Kantonalbank,,Bahnhofstr. 79,9315,Neukirch (Egnach),* 0848 11 14 44
,Kantonalbank Thurgauer,Thurgauer Kantonalbank,,Bahnhofstr. 79,9315,Neukirch (Egnach),* 0848 11 14 44
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Grafschaftstr. 3,8172,Niederglatt ZH,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Grafschaftstr. 3,8172,Niederglatt ZH,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Grafschaftstr. 3,8172,Niederglatt ZH,* 0844 84 38 23
Bank Sparkasse:,Glarner Kantonalbank,Glarner Kantonalbank,,Ziegelbrückstr. 18,8867,Niederurnen,* 0844 77 37 73
,Glarner Kantonalbank,Glarner Kantonalbank,,Ziegelbrückstr. 18,8867,Niederurnen,* 0844 77 37 73
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Schulstr. 1,5415,Nussbaumen AG,* 056 296 20 20
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Schulstr. 1,5415,Nussbaumen AG,* 056 296 20 20
Einkaufszentrum: Markthof:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Schulstr. 1,5415,Nussbaumen AG,* 056 296 20 20
Bank Sparkasse:,Zuger Kantonalbank,Zuger Kantonalbank,,Poststr. 4,6315,Oberägeri,041 709 11 11
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Ueli Schadweg 1,4436,Oberdorf BL,* 061 925 94 94
,Appenzeller Kantonalbank,Appenzeller Kantonalbank,,Dorfstr. 17,9413,Oberegg,* 071 898 80 40
Bank Sparkasse:,Appenzeller Kantonalbank,Appenzeller Kantonalbank,,Dorfstr. 17,9413,Oberegg,* 071 898 80 40
,Kantonalbank,Kantonalbank,,Dorfstr. 17,9413,Oberegg,* 071 898 80 40
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Muhenstr. 13,5036,Oberentfelden,* 062 738 33 33
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Muhenstr. 13,5036,Oberentfelden,* 062 738 33 33
Bank Sparkasse:,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Staatsstr. 107,9463,Oberriet SG,071 761 24 24
,St.Galler Kantonalbank AG,St.Galler Kantonalbank,,Staatsstr. 107,9463,Oberriet SG,071 761 24 24
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Meierhof 21,7134,Obersaxen,* 081 933 18 22
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Hauptstr. 15,4104,Oberwil BL,* 061 925 94 94
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Parkweg 2,4665,Oftringen,* 062 553 55 89
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Parkweg 2,4665,Oftringen,* 062 553 55 89
Einkaufszentrum: EO-Tychboden:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Parkweg 2,4665,Oftringen,* 062 553 55 89
,Aargauische Kantonalbank,Aargauische Kantonalbank,,Hauptgasse 29,4600,Olten,* 062 207 99 99
Bank Sparkasse:,Aargauische Kantonalbank,Aargauische Kantonalbank,,Hauptgasse 29,4600,Olten,* 062 207 99 99
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Harbernstr. 1,8112,Otelfingen,* 044 844 04 43
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Gwattstr. 11,8808,Pfäffikon SZ,* 058 800 20 20
Bank Sparkasse:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 6,8808,Pfäffikon SZ,* 058 800 20 20
Private Banking:,Schwyzer Kantonalbank Private Banking,Schwyzer Kantonalbank Private Banking,,Bahnhofstr. 6,8808,Pfäffikon SZ,* 058 800 29 00
,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Bahnhofstr. 6,8808,Pfäffikon SZ,* 058 800 20 20
Seedamm-Center:,Schwyzer Kantonalbank,Schwyzer Kantonalbank,,Gwattstr. 11,8808,Pfäffikon SZ,* 058 800 20 20
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Turmstr. 5,8330,Pfäffikon ZH,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Turmstr. 5,8330,Pfäffikon ZH,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Turmstr. 5,8330,Pfäffikon ZH,* 0844 84 38 23
Bank Sparkasse:,Freiburger Kantonalbank,Freiburger Kantonalbank,,Dorfstr. 26,1716,Plaffeien,0848 35 23 52
,Graubündner Kantonalbank,Graubündner Kantonalbank,,Via Maistra 208,7504,Pontresina,* 081 839 35 35
Bank Sparkasse:,Basellandschaftliche Kantonalbank,Basellandschaftliche Kantonalbank,,Bahnhofstr. 16,4133,Pratteln,* 061 925 94 94
Bank Sparkasse:,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 5,8197,Rafz,* 0844 84 38 23
,Kantonalbank Zürcher,Zürcher Kantonalbank,,Bahnhofstr. 5,8197,Rafz,* 0844 84 38 23
,Zürcher Kantonalbank,Zürcher Kantonalbank,,Bahnhofstr. 5,8197,Rafz,* 0844 84 38 23
Bank Sparkasse:,Schaffhauser Kantonalbank,Schaffhauser Kantonalbank,,Bahnhofstr. 297,8262,Ramsen,* 052 742 84 00
